"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_00_NAME_ORG_CTRL","F9_00_BUILD_TIME_STAMP","F9_00_RETURN_TIME_STAMP","F9_00_SPECIAL_COND_DESC","F9_00_TAX_PERIOD_BEGIN_DATE","F9_00_TAX_PERIOD_END_DATE","F9_00_FORM_ADDR_CHANGE_X","F9_00_FORM_AMENDED_RETURN_X","F9_00_FORM_FINAL_RETURN_X","F9_00_FORM_INITIAL_RETURN_X","F9_00_ORG_ADDR_CITY","F9_00_ORG_ADDR_CNTR","F9_00_ORG_ADDR_IN_CARE_OF","F9_00_ORG_ADDR_L1","F9_00_ORG_ADDR_L2","F9_00_ORG_ADDR_STATE","F9_00_ORG_ADDR_ZIP","F9_00_ORG_NAME_DBA_L1","F9_00_ORG_NAME_DBA_L2","F9_00_ORG_PHONE","F9_00_PRIN_OFF_ADDR_CITY","F9_00_PRIN_OFF_ADDR_CNTR","F9_00_PRIN_OFF_ADDR_L1","F9_00_PRIN_OFF_ADDR_L2","F9_00_PRIN_OFF_ADDR_STATE","F9_00_PRIN_OFF_ADDR_ZIP","F9_00_PRIN_OFF_NAME_ORG_L1","F9_00_PRIN_OFF_NAME_ORG_L2","F9_00_PRIN_OFF_NAME_PERS","F9_00_GRO_RCPT","F9_00_GROUP_RETURN_AFFIL_X","F9_00_ALL_AFFIL_INCL_X","F9_00_GROUP_EXEMPT_NUM","F9_00_EXEMPT_STAT_4947A1_X","F9_00_EXEMPT_STAT_501C_X","F9_00_EXEMPT_STAT_501C3_X","F9_00_EXEMPT_STAT_527_X","F9_00_ORG_WEBSITE","F9_00_TYPE_ORG_ASSOC_X","F9_00_TYPE_ORG_CORP_X","F9_00_TYPE_ORG_OTH_DESC","F9_00_TYPE_ORG_OTH_X","F9_00_TYPE_ORG_TRUST_X","F9_00_YEAR_FORMATION","F9_00_LEGAL_DMCL_CNTR","F9_00_LEGAL_DMCL_STATE","EIN2"
"201233199349200878","https://s3.amazonaws.com/irs-form-990/201233199349200878_public.xml","2011v1.2","43266589","RESOLVE OF NEW ENGLAND INC","","990EZ","2011","RESO","2016-03-07 17:11:31","2012-11-14 17:59:28","","2011-01-01","2011-12-31","","","","","WALTHAM","","","395 TOTTEN POND RD","","MA","02451","","","7818902250","","","","","","","","","","115221","","","","","","X","","RESOLVENEWENGLAND.ORG","","","","","","","","","EIN-04-3266589"
"201202239349300820","https://s3.amazonaws.com/irs-form-990/201202239349300820_public.xml","2011v1.2","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2011","DOUG","2016-02-24 21:20:13","2012-08-10 15:25:22","","2011-01-01","2011-12-31","","","","","WALTHAM","","","C/O DR BLOUIN CPA 51 SAWYER RD NO","310","MA","02453","","","7818935100","WALTHAM","","C/O DR BLOUIN CPA 51 SAWYER RD NO","310","MA","02453","","","DAVID R BLOUIN CPA","2233583","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","","X","","","","2000","","MA","EIN-04-3543134"
"201201989349300225","https://s3.amazonaws.com/irs-form-990/201201989349300225_public.xml","2011v1.2","50258941","BETHANY HOME OF RI INC","","990","2011","BETH","2016-02-24 21:20:13","2012-07-16 15:01:01","","2011-01-01","2011-12-31","","","","","PROVIDENCE","","","111 SOUTH ANGELL STREET","","RI","02906","","","4018312870","PROVIDENCE","","111 SOUTH ANGELL ST","","RI","02906","","","MICHELLE GEREZ","4059489","0","","","","","X","","WWW.BETHANYHOMEOFRI.ORG","","X","","","","1892","","RI","EIN-05-0258941"
"201340369349300239","https://s3.amazonaws.com/irs-form-990/201340369349300239_public.xml","2011v1.2","42592472","CAPE COD ACADEMY","","990","2011","CAPE","2016-02-25 16:41:14","2013-02-05 20:58:35","","2011-07-01","2012-06-30","","","","","OSTERVILLE","","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","5084285400","COTUIT","","PO BOX 1460","","MA","02635","","","MRJAMES T HOECK","11992366","0","","","","","X","","WWWW.CAPECODACADEMY.ORG","","X","","","","1976","","MA","EIN-04-2592472"
"201301349349306910","https://s3.amazonaws.com/irs-form-990/201301349349306910_public.xml","2011v1.2","30179298","President and Fellows of Middlebury College","","990","2011","PRES","2016-03-07 17:11:31","2013-05-14 20:01:42","","2011-07-01","2012-06-30","","","","","Middlebury","","","Controllers Office No 230","","VT","05753","","","8024435699","Middlebury","","Old Chapel Road","","VT","05753","","","Ronald D Liebowitz","352772302","0","","","","","X","","http://www.middlebury.edu","","X","","","","1800","","VT","EIN-03-0179298"
"201342279349300714","https://s3.amazonaws.com/irs-form-990/201342279349300714_public.xml","2011v1.5","42104310","Holyoke Visiting Nurse Association Inc","","990","2011","HOLY","2016-02-24 21:20:13","2013-08-15 13:15:19","","2011-10-01","2012-09-30","","","","","Holyoke","","","113 Hampden Street","","MA","01040","","","4135345691","Holyoke","","113 Hampden Street","","MA","01040","","","Maureen Wishart","6874094","0","","","","","X","","www.holyokevna.org","","X","","","","1905","","MA","EIN-04-2104310"
"201331359349304418","https://s3.amazonaws.com/irs-form-990/201331359349304418_public.xml","2011v1.5","60840436","BENHAVEN INC","","990","2011","BENH","2016-02-24 21:20:13","2013-05-15 16:37:29","","2011-07-01","2012-06-30","","","","","EAST HAVEN","","","187 HALF MILE ROAD","","CT","06473","","","2032396425","EAST HAVEN","","187 HALF MILE ROAD","","CT","06473","","","LARRY WOOD","14705947","0","","","","","X","","WWW.BENHAVEN.ORG","","X","","","","1967","","CT","EIN-06-0840436"
"201331969349300043","https://s3.amazonaws.com/irs-form-990/201331969349300043_public.xml","2011v1.5","42259692","SOUTH SHORE ART CENTER INC","","990","2011","SOUT","2016-02-24 21:20:13","2013-07-15 17:05:59","","2011-09-01","2012-08-31","","","","","COHASSET","","","119 RIPLEY RD","","MA","02025","","","7813832787","COHASSET","","119 RIPLEY RD","","MA","02025","","","RICHARD HORN","663923","0","","","","","X","","WWW.SSAC.ORG","","X","","","","1958","","MA","EIN-04-2259692"
"201342839349300744","https://s3.amazonaws.com/irs-form-990/201342839349300744_public.xml","2012v2.1","50258941","BETHANY HOME OF RI INC","","990","2012","BETH","2016-02-25 16:41:14","2013-10-10 20:45:47","","2012-01-01","2012-12-31","","","","","PROVIDENCE","","","111 SOUTH ANGELL STREET","","RI","02906","","","4018312870","PROVIDENCE","","111 SOUTH ANGELL ST","","RI","02906","","","MICHELLE GEREZ","4590350","0","","","","","X","","WWW.BETHANYHOMEOFRI.ORG","","X","","","","1892","","RI","EIN-05-0258941"
"201302789349300700","https://s3.amazonaws.com/irs-form-990/201302789349300700_public.xml","2012v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2012","DOUG","2016-02-24 21:20:13","2013-10-05 16:53:47","","2012-01-01","2012-12-31","X","","","","NEWTON","","","C/O DR BLOUIN CPA 2020 COMMONWEALTH","AVE","MA","02466","","","6173324040","NEWTON","","C/O DR BLOUIN CPA 2020 COMMONWEALTH","AVE","MA","02466","","","DAVID R BLOUIN CPA","2849832","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","","X","","","","2000","","MA","EIN-04-3543134"
"201421329349302382","https://s3.amazonaws.com/irs-form-990/201421329349302382_public.xml","2012v2.1","30179298","President and Fellows of Middlebury College","","990","2012","PRES","2015-11-30 17:44:51","2014-05-12 17:47:00","","2012-07-01","2013-06-30","","","","","Middlebury","","","Controllers Office No 230","","VT","05753","","","8024435699","Middlebury","","Old Chapel Road","","VT","05753","","","Ronald D Liebowitz","351501702","0","","","","","X","","http://www.middlebury.edu","","X","","","","1800","","VT","EIN-03-0179298"
"201422259349302972","https://s3.amazonaws.com/irs-form-990/201422259349302972_public.xml","2012v2.1","42104310","Holyoke Visiting Nurse Association Inc","","990","2012","HOLY","2015-11-30 17:44:51","2014-08-13 20:42:40","","2012-10-01","2013-09-30","X","","","","Holyoke","","","10 Hospital Drive No 201","","MA","01040","","","4135345691","Holyoke","","10 Hospital Drive No 201","","MA","01040","","","Paula Boss","5742362","0","","","","","X","","www.holyokevna.org","","X","","","","1905","","MA","EIN-04-2104310"
"201343519349300414","https://s3.amazonaws.com/irs-form-990/201343519349300414_public.xml","2012v2.1","42592472","CAPE COD ACADEMY","","990","2012","CAPE","2016-03-07 17:11:31","2013-12-15 16:01:06","","2012-07-01","2013-06-30","","","","","OSTERVILLE","","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","5084285400","COTUIT","","PO BOX 1460","","MA","02635","","","MRJAMES T HOECK","10355614","0","","","","","X","","WWWW.CAPECODACADEMY.ORG","","X","","","","1976","","MA","EIN-04-2592472"
"201440159349301204","https://s3.amazonaws.com/irs-form-990/201440159349301204_public.xml","2012v2.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2012","CONW","2015-11-30 17:44:51","2014-01-15 20:49:35","","2012-07-01","2013-06-30","","","","","CONWAY","","","332 S DEERFIELD ROAD PO BOX 179","","MA","013410179","","","4133694044","CONWAY","","332 SOUTH DEERFIELD ROAD","","MA","013410179","","","PAUL HELLMUND","789979","0","","","","","X","","WWW.CSLD.EDU","","X","","","","1976","","MA","EIN-04-2596491"
"201302179349200755","https://s3.amazonaws.com/irs-form-990/201302179349200755_public.xml","2012v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2012","RESO","2016-02-24 21:20:13","2013-08-05 14:53:22","","2012-01-01","2012-12-31","","","","","WALTHAM","","","395 TOTTEN POND ROAD SUITE 403","","MA","02451","","","7818902250","","","","","","","","","","164833","","","","","","X","","WWW.RESOLVENEWENGLAND.ORG","","","","","","","","","EIN-04-3266589"
"201421339349301777","https://s3.amazonaws.com/irs-form-990/201421339349301777_public.xml","2012v2.1","60840436","BENHAVEN INC","","990","2012","BENH","2015-11-30 17:44:51","2014-05-13 14:36:42","","2012-07-01","2013-06-30","","","","","EAST HAVEN","","","187 HALF MILE ROAD","","CT","06473","","","2032396425","EAST HAVEN","","187 HALF MILE ROAD","","CT","06473","","","LARRY WOOD","14928064","0","","","","","X","","WWW.BENHAVEN.ORG","","X","","","","1967","","CT","EIN-06-0840436"
"201411709349300311","https://s3.amazonaws.com/irs-form-990/201411709349300311_public.xml","2012v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2012","SOUT","2015-11-30 17:44:51","2014-06-19 16:11:22","","2012-09-01","2013-08-31","","","","","COHASSET","","","119 RIPLEY RD","","MA","02025","","","7813832787","COHASSET","","119 RIPLEY RD","","MA","02025","","","RICHARD HORN","635360","0","","","","","X","","WWW.SSAC.ORG","","X","","","","1958","","MA","EIN-04-2259692"
"201423149349300892","https://s3.amazonaws.com/irs-form-990/201423149349300892_public.xml","2013v3.0","50258941","BETHANY HOME OF RI INC","","990","2013","BETH","2015-11-30 17:44:51","2014-11-10 19:55:20","","2013-01-01","2013-12-31","","","","","PROVIDENCE","","","111 SOUTH ANGELL STREET","","RI","02906","","","4018312870","PROVIDENCE","","111 SOUTH ANGELL ST","","RI","02906","","","ELIZABETH SARRO","4218088","0","","","","","X","","WWW.BETHANYHOMEOFRI.ORG","","X","","","","1892","","RI","EIN-05-0258941"
"201443219349303449","https://s3.amazonaws.com/irs-form-990/201443219349303449_public.xml","2013v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2013","PORT","2015-11-30 17:44:51","2014-11-17 17:55:13","","2013-01-01","2013-12-31","","","","","PORTSMOUTH","","","PO BOX 728","","NH","03802","","","6035368433","PORTSMOUTH","","PO BOX 728","","NH","03802","","","LEANNE G SPEES","573762","0","","","","","X","","WWW.PORTSMOUTHHISTORY.ORG","X","","","","","1917","","NH","EIN-02-0240383"
"201510139349301301","https://s3.amazonaws.com/irs-form-990/201510139349301301_public.xml","2013v4.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2013","CONW","2016-02-25 16:41:14","2015-01-13 19:11:34","","2013-07-01","2014-06-30","","","","","CONWAY","","","332 S DEERFIELD ROAD PO BOX 179","","MA","013410179","","","4133694044","CONWAY","","332 SOUTH DEERFIELD ROAD","","MA","013410179","","","PAUL HELLMUND","901735","0","","","","","X","","WWW.CSLD.EDU","","X","","","","1976","","MA","EIN-04-2596491"
"201422279349302917","https://s3.amazonaws.com/irs-form-990/201422279349302917_public.xml","2013v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2013","DOUG","2015-11-30 17:44:51","2014-08-15 16:55:08","","2013-01-01","2013-12-31","","","","","NEWTON","","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","6173324040","NEWTON","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","DAVID R BLOUIN CPA","2090371","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","","X","","","","2000","","MA","EIN-04-3543134"
"201540659349300734","https://s3.amazonaws.com/irs-form-990/201540659349300734_public.xml","2013v4.0","42592472","CAPE COD ACADEMY","","990","2013","CAPE","2016-04-25 22:37:26","2015-03-06 22:16:42","","2013-07-01","2014-06-30","","","","","OSTERVILLE","","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","5084285400","OSTERVILLE","","50 OSTERVILLE WBARNSTABLE RD","","MA","02655","","","MRJAMES T HOECK","9902595","0","","","","","X","","WWWW.CAPECODACADEMY.ORG","","X","","","","1976","","MA","EIN-04-2592472"
"201511329349300641","https://s3.amazonaws.com/irs-form-990/201511329349300641_public.xml","2013v4.0","30179298","President and Fellows of Middlebury College","","990","2013","PRES","2016-03-07 17:11:31","2015-05-12 14:27:44","","2013-07-01","2014-06-30","","","","","Middlebury","","","Controllers Office No 102","","VT","05753","","","8024435699","Middlebury","","Old Chapel Road","","VT","05753","","","Ronald D Liebowitz","390254608","0","","","","","X","","http://www.middlebury.edu","","X","","","","1800","","VT","EIN-03-0179298"
"201413039349200516","https://s3.amazonaws.com/irs-form-990/201413039349200516_public.xml","2013v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2013","RESO","2015-11-30 17:44:51","2014-10-30 16:52:52","","2013-01-01","2013-12-31","","","","","WALTHAM","","","395 TOTTEN POND ROAD NO 403","","MA","02451","","","7818902250","","","","","","","","","","165399","","","","","","X","","WWW.RESOLVENEWENGLAND.ORG","","X","","","","","","","EIN-04-3266589"
"201531329349301718","https://s3.amazonaws.com/irs-form-990/201531329349301718_public.xml","2013v4.0","60840436","BENHAVEN INC","","990","2013","BENH","2016-03-07 17:11:31","2015-05-12 15:28:06","","2013-07-01","2014-06-30","","","","","EAST HAVEN","","","187 HALF MILE ROAD","","CT","06473","","","2032396425","EAST HAVEN","","187 HALF MILE ROAD","","CT","06473","","","LARRY WOOD","15694321","0","","","","","X","","WWW.BENHAVEN.ORG","","X","","","","1967","","CT","EIN-06-0840436"
"201542239349300219","https://s3.amazonaws.com/irs-form-990/201542239349300219_public.xml","2013v4.0","42104310","Holyoke Visiting Nurse Association Inc","","990","2013","HOLY","2016-04-25 22:37:26","2015-08-11 13:31:24","","2013-10-01","2014-09-30","","","","","Holyoke","","","10 Hospital Drive No 201","","MA","01040","","","4135345691","Holyoke","","10 Hospital Drive No 201","","MA","01040","","","Paula Boss","5874839","0","","","","","X","","www.holyokevna.org","","X","","","","1905","","MA","EIN-04-2104310"
"201531499349300218","https://s3.amazonaws.com/irs-form-990/201531499349300218_public.xml","2013v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2013","SOUT","2016-02-25 16:41:14","2015-05-28 18:21:11","","2013-09-01","2014-08-31","","","","","COHASSET","","","119 RIPLEY ROAD","","MA","02025","","","7813832787","SCITUATE","","114 INDIAN TRAIL","","MA","02066","","","RICHARD HORN","661090","0","","","","","X","","WWW.SSAC.ORG","","X","","","","1958","","MA","EIN-04-2259692"
"201631329349303468","https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2014","CONW","2016-08-17 19:52:53","2016-05-11 20:06:47","","2014-07-01","2015-06-30","","","","","CONWAY","","","332 S DEERFIELD ROAD PO BOX 179","","MA","013410179","","","4133694044","CONWAY","","332 SOUTH DEERFIELD ROAD","","MA","013410179","","","PAUL HELLMUND","1011281","0","","","","","X","","WWW.CSLD.EDU","","X","","","","1976","","MA","EIN-04-2596491"
"201632239349301008","https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2014","HOLY","2016-12-15 16:53:06","2016-08-10 15:09:53","","2014-10-01","2015-09-30","X","","","","HOLYOKE","","","10 HOSPITAL DRIVE NO 201","","MA","01040","","","4135345691","HOLYOKE","","10 HOSPITAL DRIVE NO 201","","MA","01040","","","PAULA BOSS","6024362","0","","","","","X","","WWW.HOLYOKEVNA.ORG","","X","","","","1905","","MA","EIN-04-2104310"
"201503559349300490","https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0","42592472","CAPE COD ACADEMY","","990","2014","CAPE","2016-03-07 17:11:31","2015-12-21 20:01:16","","2014-07-01","2015-06-30","","","","","OSTERVILLE","","","50 OSTERVILLE WEST BARNSTABLE RD","","MA","02655","","","5084285400","OSTERVILLE","","50 OSTERVILLE W BARNSTABLE RD","","MA","02655","","","MR JAMES T HOECK","10424997","0","","","","","X","","WWWW.CAPECODACADEMY.ORG","","X","","","","1976","","MA","EIN-04-2592472"
"201610639349300106","https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0","42259692","SOUTH SHORE ART CENTER INC","","990","2014","SOUT","2016-08-17 19:52:53","2016-03-03 15:54:03","","2014-09-01","2015-08-31","","","","","COHASSET","","","119 RIPLEY RD","","MA","02025","","","7813832787","COHASSET","","119 RIPLEY RD","","MA","02025","","","EDWARD GENTRY JR","1182237","0","","","","","X","","WWW.SSAC.ORG","","X","","","","1958","","MA","EIN-04-2259692"
"201542169349300224","https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2014","DOUG","2016-04-25 22:37:26","2015-08-04 14:52:58","","2014-01-01","2014-12-31","","","","","NEWTON","","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","6173324040","NEWTON","","C/O BLOUIN CO2020 COMMONWEALTH AVE","","MA","02466","","","DAVID R BLOUIN CPA","1969733","0","","","","","X","","WWW.FLUTIEFOUNDATION.ORG","X","X","","","","2000","","MA","EIN-04-3543134"
"201502239349301300","https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2014","PORT","2016-02-25 16:41:14","2015-08-11 15:29:13","","2014-01-01","2014-12-31","","","","","PORTSMOUTH","","","PO BOX 728","","NH","03802","","","6035368433","PORTSMOUTH","","PO BOX 728","","NH","03802","","","TIM DRISCOLL","609497","0","","","","","X","","WWW.PORTSMOUTHHISTORY.ORG","X","","","","","1917","","NH","EIN-02-0240383"
"201541319349201279","https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2014","RESO","2016-02-25 16:41:14","2015-05-11 16:40:08","","2014-01-01","2014-12-31","","","","","WALTHAM","","","395 TOTTEN POND ROAD NO 403","","MA","02451","","","7818902250","","","","","","","","","","180598","","","","","","X","","WWW.RESOLVENEWENGLAND.ORG","","X","","","","","","","EIN-04-3266589"
