"","EIN","TAXYR","transition_no","CEO1","CEO2","OBJECT_ID","NAME","FORMTYPE","URL","F9_07_COMP_DTK_NAME_PERS","F9_07_COMP_DTK_TITLE","F9_07_COMP_DTK_AVE_HOUR_WEEK","F9_07_COMP_DTK_POS_INDIV_TRUST_X","F9_07_COMP_DTK_POS_OFF_X","F9_07_COMP_DTK_COMP_ORG","F9_07_COMP_DTK_COMP_RLTD","F9_07_COMP_DTK_COMP_OTH","F9_07_COMP_DTK_POS_HIGH_COMP_X","F9_07_COMP_DTK_POS_FORMER_X","F9_07_COMP_DTK_EMPL_BEN","F9_07_COMP_DTK_POS_INST_TRUST_X","F9_07_COMP_DTK_POS_KEY_EMPL_X","salutation","first_name","middle_name","last_name","suffix","status","gender","gender_confidence","title.standard","title.mult.x","title.order","title.count","num.paid","num.fte","num.fte.30h","unique_ceos"
"11",42104310,2009,1,"PHYLLIS CAPERS",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201132279349302418","HOLYOKE VISITiNG NURSE ASSOCIATION INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201132279349302418_public.xml","PHYLLIS A CAPERS","CEO",40,NA,"X",202330,0,38259,NA,NA,NA,NA,NA,NA,"PHYLLIS","A","CAPERS",NA,NA,"F",100,"CEO",0,1,1,15,14,14,2
"12",42104310,2010,1,"PHYLLIS CAPERS",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222289349303377","HOLYOKE VISITING NURSE ASSOCIATION INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222289349303377_public.xml","PHYLLIS A CAPERS","PRIOR CEO",40,NA,"X",410857,0,32280,NA,NA,NA,NA,NA,NA,"PHYLLIS","A","CAPERS",NA,NA,"F",100,"CEO",0,1,1,15,14,14,2
"13",42104310,2011,1,"MAUREEN WISHART",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201342279349300714","Holyoke Visiting Nurse Association Inc","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201342279349300714_public.xml","Maureen Wishart","CEO",40,"X","X",101675,0,10943,NA,NA,NA,NA,NA,NA,"MAUREEN","","WISHART",NA,NA,"F",100,"CEO",0,1,1,15,14,14,2
"14",42104310,2012,1,"MAUREEN WISHART",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422259349302972","Holyoke Visiting Nurse Association Inc","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422259349302972_public.xml","Maureen Wishart","CEO",40,"X","X",110000,0,15431,NA,NA,NA,NA,NA,NA,"MAUREEN","","WISHART",NA,NA,"F",100,"CEO",0,1,1,15,14,14,2
"15",42104310,2013,1,"MAUREEN WISHART",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201542239349300219","Holyoke Visiting Nurse Association Inc","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201542239349300219_public.xml","Maureen Wishart","Former President/CEO",40,"X","X",130188,0,7825,NA,NA,NA,NA,NA,NA,"MAUREEN","","WISHART",NA,NA,"F",100,"CEO",1,2,2,15,14,14,2
"16",42259692,2014,1,"SARAH HANNAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610639349300106","SOUTH SHORE ART CENTER INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610639349300106_public.xml","SARAH HANNAN","CEO",40,NA,"X",63988,0,0,NA,NA,NA,NA,NA,NA,"SARAH","","HANNAN",NA,NA,"F",100,"CEO",0,1,1,5,5,5,2
"17",42259692,2015,1,"SARAH HANNAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603509349301090","SOUTH SHORE ART CENTER INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603509349301090_public.xml","SARAH HANNAN","CEO",40,NA,"X",70000,0,0,NA,NA,NA,NA,NA,NA,"SARAH","","HANNAN",NA,NA,"F",100,"CEO",0,1,1,5,5,5,2
"18",42259692,2016,1,"SARAH HANNAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841989349301309","SOUTH SHORE ART CENTER INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841989349301309_public.xml","SARAH HANNAN","CEO (FORMER)",40,NA,"X",70000,0,0,NA,NA,NA,NA,NA,NA,"SARAH","","HANNAN",NA,NA,"F",100,"CEO",0,1,1,5,5,5,2
"19",42259692,2017,1,"PATRICE MAYE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921969349301787","SOUTH SHORE ART CENTER INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921969349301787_public.xml","PATRICE M MAYE","CEO (CURRENT)",40,NA,"X",66270,0,0,NA,NA,NA,NA,NA,NA,"PATRICE","M","MAYE",NA,NA,"F",100,"CEO",0,1,1,5,5,5,2
"20",42259692,2018,1,"PATRICE MAYE",NA,"202140149349301408","SOUTH SHORE ART CENTER INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202140149349301409_public.xml","PATRICE M MAYE","EXECUTIVE DI",40,"X","X",97655,0,0,NA,NA,NA,NA,NA,NA,"PATRICE","M","MAYE",NA,NA,"F",100,"CEO",0,1,1,5,5,5,2
"21",42592472,2012,1,"PHILLIP PETRU",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201343519349300414","CAPE COD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201343519349300414_public.xml","PHILLIP P PETRU","HEAD OF SCHOOL/EX-OFFICIO",60,NA,"X",195615,0,16396,NA,NA,NA,NA,NA,NA,"PHILLIP","P","PETRU",NA,NA,"M",100,"CEO",0,1,1,13,13,13,5
"22",42592472,2013,1,"PHILLIP PETRU",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201540659349300734","CAPE COD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201540659349300734_public.xml","PHILLIP P PETRU","HEAD OF SCHOOL/EX-OFFICIO",60,NA,"X",193840,0,17291,NA,NA,NA,NA,NA,NA,"PHILLIP","P","PETRU",NA,NA,"M",100,"CEO",0,1,1,13,13,13,5
"23",42592472,2014,1,"PHILLIP PETRU",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503559349300490","CAPE COD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503559349300490_public.xml","PHILLIP P PETRU","HEAD OF SCHOOL/EX-OFFICIO",60,NA,"X",208004,0,62839,NA,NA,NA,NA,NA,NA,"PHILLIP","P","PETRU",NA,NA,"M",100,"CEO",0,1,1,13,13,13,5
"24",42592472,2015,1,"THOMAS TRIGG",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201623489349300632","CAPE COD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201623489349300632_public.xml","THOMAS TRIGG","HEAD OF SCHOOL",40,NA,"X",248269,0,75564,NA,NA,NA,NA,NA,NA,"THOMAS","","TRIGG",NA,NA,"M",99.8,"CEO",0,1,1,13,13,13,5
"25",42592472,2016,1,"THOMAS TRIGG",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743219349300644","CAPE COD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743219349300644_public.xml","THOMAS TRIGG","HEAD OF SCHOOL",40,NA,"X",325000,0,26745,NA,NA,NA,NA,NA,NA,"THOMAS","","TRIGG",NA,NA,"M",99.8,"CEO",0,1,1,13,13,13,5
"26",42596491,2013,1,"PAUL HELLMUND",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201510139349301301","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201510139349301301_public.xml","PAUL HELLMUND","PRESIDENT/DIRECTOR",40,NA,"X",120000,0,16295,NA,NA,NA,NA,NA,NA,"PAUL","","HELLMUND",NA,NA,"M",99.7,"BOARD PRESIDENT",1,1,2,14,8,14,2
"27",42596491,2014,1,"PAUL HELLMUND",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201631329349303468","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201631329349303468_public.xml","PAUL HELLMUND","PRESIDENT/DIRECTOR",40,NA,"X",121908,0,0,NA,NA,NA,NA,NA,NA,"PAUL","","HELLMUND",NA,NA,"M",99.7,"BOARD PRESIDENT",1,1,2,14,8,14,2
"28",42596491,2015,1,"PAUL HELLMUND",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720449349302492","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720449349302492_public.xml","PAUL HELLMUND","PRESIDENT/DIRECTOR ""PAST""",40,NA,"X",154170,0,0,NA,NA,NA,NA,NA,NA,"PAUL","","HELLMUND",NA,NA,"M",99.7,"BOARD PRESIDENT",1,1,2,14,8,14,2
"29",42596491,2016,1,"BRUCE STEDMAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201821359349305012","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201821359349305012_public.xml","BRUCE STEDMAN","EXECUTIVE DIRECTOR",30,NA,"X",34865,0,0,NA,NA,NA,NA,NA,NA,"BRUCE","","STEDMAN",NA,NA,"M",100,"CEO",0,1,1,14,8,14,2
"30",42596491,2017,1,"BRUCE STEDMAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349303614","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349303614_public.xml","BRUCE STEDMAN","EXECUTIVE DIRECTOR",30,NA,"X",65036,0,0,NA,NA,NA,NA,NA,NA,"BRUCE","","STEDMAN",NA,NA,"M",100,"CEO",0,1,1,14,8,14,2
"31",43266589,2012,1,"ERIN LASKER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201302179349200755","RESOLVE OF THE BAY STATE INC","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201302179349200755_public.xml","ERIN LASKER","EXECUTIVE DIRECTOR",20,NA,NA,36453,NA,0,NA,NA,0,NA,NA,NA,"ERIN","","LASKER",NA,NA,"F",95.5,"CEO",0,1,1,2,1,1,2
"32",43266589,2013,1,"ERIN LASKER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201413039349200516","RESOLVE OF THE BAY STATE INC","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201413039349200516_public.xml","ERIN LASKER","EXECUTIVE DIRECTOR",25,NA,NA,47600,NA,0,NA,NA,0,NA,NA,NA,"ERIN","","LASKER",NA,NA,"F",95.5,"CEO",0,1,1,2,1,1,2
"33",43266589,2014,1,"ERIN LASKER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201541319349201279","RESOLVE OF THE BAY STATE INC","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201541319349201279_public.xml","ERIN LASKER","EXECUTIVE DIRECTOR",25,NA,NA,46200,NA,0,NA,NA,0,NA,NA,NA,"ERIN","","LASKER",NA,NA,"F",95.5,"CEO",0,1,1,2,1,1,2
"34",43266589,2015,1,"KATE LEBLANC",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601239349200810","RESOLVE OF THE BAY STATE INC","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601239349200810_public.xml","KATE W LEBLANC","EXECUTIVE DIRECTOR",25,NA,NA,49590,NA,0,NA,NA,0,NA,NA,NA,"KATE","W","LEBLANC",NA,NA,"F",100,"CEO",0,1,1,2,1,1,2
"35",43266589,2016,1,"KATE LEBLANC",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201732859349200123","RESOLVE OF THE BAY STATE INC","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201732859349200123_public.xml","KATE W LEBLANC","EXECUTIVE DIRECTOR",30,NA,NA,56240,NA,0,NA,NA,0,NA,NA,NA,"KATE","W","LEBLANC",NA,NA,"F",100,"CEO",0,1,1,2,1,1,2
"36",43543134,2015,1,"LISA BORGES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201643069349300434","THE DOUG FLUTIE JR FOUNDATION FOR","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201643069349300434_public.xml","LISA A BORGES","EXECUTIVE DIRECTOR/FSE DIRECTOR",30,NA,"X",60000,0,1800,NA,NA,NA,NA,NA,NA,"LISA","A","BORGES",NA,NA,"F",100,"CEO",1,1,2,5,0,5,2
"37",43543134,2016,1,"LISA BORGES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201712999349300411","THE DOUG FLUTIE JR FOUNDATION FOR","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201712999349300411_public.xml","LISA A BORGES","EXECUTIVE DIRECTOR/FSE DIR",30,NA,"X",90000,0,2663,NA,NA,NA,NA,NA,NA,"LISA","A","BORGES",NA,NA,"F",100,"CEO",1,1,2,5,0,5,2
"38",43543134,2017,1,"LISA BORGES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201833209349301808","THE DOUG FLUTIE JR FOUNDATION FOR","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201833209349301808_public.xml","LISA A BORGES","EXECUTIVE DIRECTOR/FSE DIR",30,NA,"X",1e+05,0,2988,NA,NA,NA,NA,NA,NA,"LISA","A","BORGES",NA,NA,"F",100,"CEO",1,1,2,5,0,5,2
"39",43543134,2018,1,"NICHOLAS SAVARESE",NA,"201913169349302720","THE DOUG FLUTIE JR FOUNDATION FOR","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349302721_public.xml","NICHOLAS SAVARESE HIRED 1118","EXECUTIVE DIRECTOR/FSE DIR",35,NA,"X",112420,0,0,NA,NA,NA,NA,NA,NA,"NICHOLAS","","SAVARESE",NA,NA,"M",100,"CEO",1,1,2,5,0,5,2
"40",43543134,2019,1,"NICHOLAS SAVARESE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202043219349317459","THE DOUG FLUTIE JR FOUNDATION FOR","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202043219349317459_public.xml","NICHOLAS SAVARESE","EXECUTIVE DIRECTOR/FSE DIR",35,NA,"X",115000,0,958,NA,NA,NA,NA,NA,NA,"NICHOLAS","","SAVARESE",NA,NA,"M",100,"CEO",1,1,2,5,0,5,2
"41",50258941,2011,1,"MICHELLE GEREZ",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201201989349300225","BETHANY HOME OF RI INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201201989349300225_public.xml","MICHELLE GEREZ","PRESIDENT/ADMINISTRATOR",40,NA,"X",98415,11004,0,NA,NA,NA,NA,NA,NA,"MICHELLE","","GEREZ",NA,NA,"F",100,"BOARD PRESIDENT",1,1,2,5,4,5,2
"42",50258941,2012,1,"MICHELLE GEREZ",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201342839349300744","BETHANY HOME OF RI INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201342839349300744_public.xml","MICHELLE GEREZ","PRESIDENT/ADMINISTRATOR",40,NA,"X",99942,11004,0,NA,NA,NA,NA,NA,NA,"MICHELLE","","GEREZ",NA,NA,"F",100,"BOARD PRESIDENT",1,1,2,5,4,5,2
"43",50258941,2013,1,"MICHELLE GEREZ","ELIZABETH SARRO","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201423149349300892","BETHANY HOME OF RI INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201423149349300892_public.xml","MICHELLE GEREZ","PRESIDENT/ADMINISTRATOR TILL 12/2013",40,NA,"X",96237,11004,0,NA,NA,NA,NA,NA,NA,"MICHELLE","","GEREZ",NA,NA,"F",100,"BOARD PRESIDENT",1,1,2,5,4,5,2
"44",50258941,2014,1,"ELIZABETH SARRO",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201501529349300625","BETHANY HOME OF RI INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201501529349300625_public.xml","ELIZABETH SARRO","PRESIDENT/ADMINISTRATOR",40,NA,"X",120308,14304,8250,NA,NA,NA,NA,NA,NA,"ELIZABETH","","SARRO",NA,NA,"F",100,"BOARD PRESIDENT",1,1,2,5,4,5,2
"45",50258941,2015,1,"ELIZABETH SARRO",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201612299349300861","BETHANY HOME OF RI INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201612299349300861_public.xml","ELIZABETH SARRO","PRESIDENT/ADMINISTRATOR",40,NA,"X",138584,14304,10677,NA,NA,NA,NA,NA,NA,"ELIZABETH","","SARRO",NA,NA,"F",100,"BOARD PRESIDENT",1,1,2,5,4,5,2
"46",60840436,2013,1,"LARRY WOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201531329349301718","BENHAVEN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201531329349301718_public.xml","LARRY WOOD","EXECUTIVE DIRECTOR",37.5,"X","X",127966,0,8263,NA,NA,NA,NA,NA,NA,"LARRY","","WOOD",NA,NA,"M",99.8,"CEO",0,1,1,23,0,23,3
"47",60840436,2014,1,"LARRY WOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610749349300431","BENHAVEN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610749349300431_public.xml","LARRY WOOD","EXECUTIVE DIRECTOR",37.5,"X","X",129145,0,4950,NA,NA,NA,NA,NA,NA,"LARRY","","WOOD",NA,NA,"M",99.8,"CEO",0,1,1,23,0,23,3
"48",60840436,2015,1,"LARRY WOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731319349304523","BENHAVEN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731319349304523_public.xml","LARRY WOOD","EXECUTIVE DIRECTOR (THRU 7/1/16)",37.5,"X","X",136847,0,19392,NA,NA,NA,NA,NA,NA,"LARRY","","WOOD",NA,NA,"M",99.8,"CEO",0,1,1,23,0,23,3
"49",60840436,2016,1,"KATHRYN DUPEE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349310581","Benhaven Inc","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349310581_public.xml","kathryn dupee","executive director",37.5,"X","X",80705,0,312,NA,NA,NA,NA,NA,NA,"KATHRYN","","DUPEE",NA,NA,"F",100,"CEO",0,1,1,23,0,23,3
"50",60840436,2017,1,"KATHRYN DUPEE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911309349304711","BENHAVEN INC","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911309349304711_public.xml","KATHRYN DUPEE","EXECUTIVE DIRECTOR",37.5,"X","X",174753,0,1324,NA,NA,NA,NA,NA,NA,"KATHRYN","","DUPEE",NA,NA,"F",100,"CEO",0,1,1,23,0,23,3
