"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_01_ACT_GVRN_ACT_MISSION","F9_01_ACT_GVRN_TERMIN_KONTR_X","F9_01_ACT_GVRN_NUM_VOTE_MEMB","F9_01_ACT_GVRN_NUM_VOTE_MEMB_IND","F9_01_ACT_GVRN_EMPL_TOT","F9_01_ACT_GVRN_VOL_TOT","F9_01_ACT_GVRN_UBIZ_REV_TOT","F9_01_ACT_GVRN_UBIZ_TAXABLE_NET","F9_01_REV_CONTR_TOT_CY","F9_01_REV_CONTR_TOT_CY_2","F9_01_REV_CONTR_TOT_PY","F9_01_REV_PROG_TOT_CY","F9_01_REV_PROG_TOT_PY","F9_01_REV_INVEST_TOT_CY","F9_01_REV_INVEST_TOT_PY","F9_01_REV_OTH_CY","F9_01_REV_OTH_PY","F9_01_REV_TOT_CY","F9_01_REV_TOT_PY","F9_01_EXP_GRANT_SIMILAR_CY","F9_01_EXP_GRANT_SIMILAR_PY","F9_01_EXP_BEN_PAID_MEMB_CY","F9_01_EXP_BEN_PAID_MEMB_PY","F9_01_EXP_SAL_ETC_CY","F9_01_EXP_SAL_ETC_PY","F9_01_EXP_PROF_FUNDR_TOT_CY","F9_01_EXP_PROF_FUNDR_TOT_PY","F9_01_EXP_FUNDR_TOT_CY","F9_01_EXP_OTH_CY","F9_01_EXP_OTH_CY_V2","F9_01_EXP_OTH_PY","F9_01_EXP_TOT_CY","F9_01_EXP_TOT_PY","F9_01_EXP_REV_LESS_EXP_CY","F9_01_EXP_REV_LESS_EXP_PY","F9_01_NAFB_ASSET_TOT_BOY","F9_01_NAFB_ASSET_TOT_EOY","F9_01_NAFB_LIAB_TOT_BOY","F9_01_NAFB_LIAB_TOT_EOY","F9_01_NAFB_TOT_BOY","F9_01_NAFB_TOT_EOY","EIN2"
"201241079349300309","https://s3.amazonaws.com/irs-form-990/201241079349300309_public.xml","2010v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2010","Advancement of the arts","","23","23","34","225","0","","314542","","378108","380783","340357","50","183","0","-672","695375","717976","2106","2500","0","","366842","339011","0","","67250","366629","","304951","735577","646462","-40202","71514","999993","957165","69593","66967","930400","890198","EIN-04-2259692"
"201300089349300925","https://s3.amazonaws.com/irs-form-990/201300089349300925_public.xml","2011v1.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2011","PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.","","20","20","12","25","0","0","90549","","89848","453715","643955","23067","18130","1302","813","568633","752746","0","0","0","0","438066","466567","0","0","63817","217248","","243544","655314","710111","-86681","42635","1395164","1279184","200312","182212","1194852","1096972","EIN-04-2596491"
"201233199349200878","https://s3.amazonaws.com/irs-form-990/201233199349200878_public.xml","2011v1.2","43266589","RESOLVE OF NEW ENGLAND INC","","990EZ","2011","","","","","","","","","","44329","","56543","","","","","","115221","","","","","","81159","","","","","","38108","","148567","","-33346","","","","","","59077","25731","EIN-04-3266589"
"201202239349300820","https://s3.amazonaws.com/irs-form-990/201202239349300820_public.xml","2011v1.2","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2011","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","12","12","4","101","0","0","612811","","459959","0","0","156229","131409","130","245","769170","591613","424088","397224","0","0","217792","204876","0","0","69681","188436","","183660","830316","785760","-61146","-194147","2565552","2302289","386337","393183","2179215","1909106","EIN-04-3543134"
"201201989349300225","https://s3.amazonaws.com/irs-form-990/201201989349300225_public.xml","2011v1.2","50258941","BETHANY HOME OF RI INC","","990","2011","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","15","14","97","4","0","0","313552","","284044","3661938","3377396","-23062","-7902","15117","11815","3967545","3665353","0","0","0","0","2006736","1828469","0","0","0","1897317","","1779962","3904053","3608431","63492","56922","6391738","6323103","255264","293733","6136474","6029370","EIN-05-0258941"
"201340369349300239","https://s3.amazonaws.com/irs-form-990/201340369349300239_public.xml","2011v1.2","42592472","CAPE COD ACADEMY","","990","2011","THE ACADEMY IS A COLLEGE PREPARATORY DAY ACADEMY FOR GRADES KINDERGARTEN THROUGH TWELVE","","17","17","134","125","0","0","386271","","386708","7569008","7151686","90602","124430","77672","148005","8123553","7810829","1684634","1394421","0","0","5211575","5063333","0","0","305062","2446931","","2244213","9343140","8701967","-1219587","-891138","22668786","21296298","3456438","3279141","19212348","18017157","EIN-04-2592472"
"201301349349306910","https://s3.amazonaws.com/irs-form-990/201301349349306910_public.xml","2011v1.2","30179298","President and Fellows of Middlebury College","","990","2011","We are a liberal arts college offering graduate and specialized programs around the world.","","30","28","4911","2444","-407131","-2707829","50890000","","47273000","197345593","191823687","43986477","38268589","136232","128724","292358302","277494000","47727115","48755776","0","0","136472948","128263997","0","0","6214164","101868937","","96733227","286069000","273753000","6289302","3741000","1442890000","1469585300","386751000","438192542","1056139000","1031392758","EIN-03-0179298"
"201342279349300714","https://s3.amazonaws.com/irs-form-990/201342279349300714_public.xml","2011v1.5","42104310","Holyoke Visiting Nurse Association Inc","","990","2011","The Holyoke Visiting Nurse Association, Inc. established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.","","19","15","107","41","0","0","46759","","110562","6826676","7034010","659","3209","0","0","6874094","7147781","0","0","0","0","5110211","5558801","0","0","0","1855017","","2127043","6965228","7685844","-91134","-538063","1974924","1924739","1660528","1620693","314396","304046","EIN-04-2104310"
"201331359349304418","https://s3.amazonaws.com/irs-form-990/201331359349304418_public.xml","2011v1.5","60840436","BENHAVEN INC","","990","2011","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","12","11","351","0","0","0","50782","","42427","14645046","13881548","10119","9234","0","227192","14705947","14160401","0","0","0","0","11875968","11037161","0","0","1697","2687883","","2620999","14563851","13658160","142096","502241","9246275","9414823","3540480","3563198","5705795","5851625","EIN-06-0840436"
"201331969349300043","https://s3.amazonaws.com/irs-form-990/201331969349300043_public.xml","2011v1.5","42259692","SOUTH SHORE ART CENTER INC","","990","2011","ADVANCEMENT OF THE ARTS.","","22","22","41","200","0","0","306284","","314542","321984","380783","24","50","24480","0","652772","695375","1500","2106","0","0","348951","366842","0","0","61993","283082","","366629","633533","735577","19239","-40202","957165","973762","66967","64325","890198","909437","EIN-04-2259692"
"201342839349300744","https://s3.amazonaws.com/irs-form-990/201342839349300744_public.xml","2012v2.1","50258941","BETHANY HOME OF RI INC","","990","2012","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","16","15","104","5","0","0","662849","","313552","3740589","3661938","41594","-23062","30636","15117","4475668","3967545","0","0","0","0","2222717","2006736","0","0","0","2004228","","1897317","4226945","3904053","248723","63492","6323103","6882233","293733","372079","6029370","6510154","EIN-05-0258941"
"201302789349300700","https://s3.amazonaws.com/irs-form-990/201302789349300700_public.xml","2012v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2012","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","14","14","4","160","0","0","765304","","612811","0","0","190012","156229","90","130","955406","769170","516955","424088","0","0","222912","217792","0","0","78218","199535","","188436","939402","830316","16004","-61146","2302289","2521357","393183","517166","1909106","2004191","EIN-04-3543134"
"201421329349302382","https://s3.amazonaws.com/irs-form-990/201421329349302382_public.xml","2012v2.1","30179298","President and Fellows of Middlebury College","","990","2012","We are a liberal arts college offering graduate and specialized programs around the world.","","29","27","5087","2455","538471","-270931","61747381","","50890000","211067814","197345593","38731224","43986477","196283","136232","311742702","292358302","50326414","47727115","0","0","148322437","136472948","0","0","6508981","104565740","","101868937","303214591","286069000","8528111","6289302","1469585300","1534130040","438192542","389631684","1031392758","1144498356","EIN-03-0179298"
"201422259349302972","https://s3.amazonaws.com/irs-form-990/201422259349302972_public.xml","2012v2.1","42104310","Holyoke Visiting Nurse Association Inc","","990","2012","The Holyoke Visiting Nurse Association, Inc. established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.","","20","16","107","37","0","0","45228","","46759","5672341","6826676","24793","659","0","0","5742362","6874094","0","0","0","0","4716364","5110211","0","0","0","1790523","","1855017","6506887","6965228","-764525","-91134","1924739","1496666","1620693","1957145","304046","-460479","EIN-04-2104310"
"201343519349300414","https://s3.amazonaws.com/irs-form-990/201343519349300414_public.xml","2012v2.1","42592472","CAPE COD ACADEMY","","990","2012","THE ACADEMY IS A COLLEGE PREPARATORY DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH GRADE TWELVE","","16","16","154","100","0","0","311496","","386271","8012304","7569008","150927","90602","93243","77672","8567970","8123553","1576875","1684634","0","0","5217014","5211575","0","0","307463","2935210","","2446931","9729099","9343140","-1161129","-1219587","21296298","19231122","3279141","2224175","18017157","17006947","EIN-04-2592472"
"201440159349301204","https://s3.amazonaws.com/irs-form-990/201440159349301204_public.xml","2012v2.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2012","PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.","","14","14","10","25","0","0","104594","","90549","649003","453715","18463","23067","17919","1302","789979","568633","29725","0","0","0","482115","438066","0","0","82219","255556","","217248","767396","655314","22583","-86681","1279184","1299249","182212","186058","1096972","1113191","EIN-04-2596491"
"201302179349200755","https://s3.amazonaws.com/irs-form-990/201302179349200755_public.xml","2012v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2012","","","","","","","","","","63875","","83632","","","","","","164833","","","","","","85490","","","","","","27262","","156987","","7846","","","","","","25731","33577","EIN-04-3266589"
"201421339349301777","https://s3.amazonaws.com/irs-form-990/201421339349301777_public.xml","2012v2.1","60840436","BENHAVEN INC","","990","2012","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","10","9","334","0","0","0","27385","","50782","14821202","14645046","34477","10119","45000","0","14928064","14705947","0","0","0","0","12101873","11875968","0","0","0","2734436","","2687883","14836309","14563851","91755","142096","9414823","8991615","3563198","3039345","5851625","5952270","EIN-06-0840436"
"201411709349300311","https://s3.amazonaws.com/irs-form-990/201411709349300311_public.xml","2012v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2012","ADVANCEMENT OF THE ARTS.","","21","21","42","200","0","0","285610","","306284","318375","321984","758","24","18295","24480","623038","652772","0","1500","0","0","349613","348951","0","0","51329","302403","","283082","652016","633533","-28978","19239","973762","968963","64325","90929","909437","878034","EIN-04-2259692"
"201423149349300892","https://s3.amazonaws.com/irs-form-990/201423149349300892_public.xml","2013v3.0","50258941","BETHANY HOME OF RI INC","","990","2013","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","16","15","126","1","0","0","481898","","662849","3651236","3740589","11260","41594","17443","30636","4161837","4475668","0","0","0","0","2451262","2222717","0","0","0","1911222","","2004228","4362484","4226945","-200647","248723","6882233","7377527","372079","464209","6510154","6913318","EIN-05-0258941"
"201443219349303449","https://s3.amazonaws.com/irs-form-990/201443219349303449_public.xml","2013v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2013","TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.","","17","17","16","55","0","0","370786","","774461","90817","51406","121","8282","100196","86968","561920","921117","0","0","0","0","199776","168149","0","0","50370","283212","","239696","482988","407845","78932","513272","1390588","1499549","451091","481120","939497","1018429","EIN-02-0240383"
"201510139349301301","https://s3.amazonaws.com/irs-form-990/201510139349301301_public.xml","2013v4.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2013","PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.","","16","16","17","25","0","0","294185","","104594","585923","649003","20912","18463","715","17919","901735","789979","35000","29725","0","0","533186","482115","0","0","145126","248060","","255556","816246","767396","85489","22583","1299249","1369747","186058","183844","1113191","1185903","EIN-04-2596491"
"201422279349302917","https://s3.amazonaws.com/irs-form-990/201422279349302917_public.xml","2013v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2013","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","14","14","5","130","0","0","1068540","","765304","0","0","155848","190012","265","90","1224653","955406","638824","516955","0","0","262551","222912","0","0","102842","220863","","199535","1122238","939402","102415","16004","2521357","3007225","517166","630794","2004191","2376431","EIN-04-3543134"
"201540659349300734","https://s3.amazonaws.com/irs-form-990/201540659349300734_public.xml","2013v4.0","42592472","CAPE COD ACADEMY","","990","2013","THE ACADEMY IS A COLLEGE PREPARATORY DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH GRADE TWELVE","","17","16","150","90","0","0","592081","","311496","7409597","8012304","135440","150927","90053","93243","8227171","8567970","1558618","1576875","0","0","4928484","5217014","0","0","354311","3013278","","2935210","9500380","9729099","-1273209","-1161129","19231122","18079294","2224175","2139412","17006947","15939882","EIN-04-2592472"
"201511329349300641","https://s3.amazonaws.com/irs-form-990/201511329349300641_public.xml","2013v4.0","30179298","President and Fellows of Middlebury College","","990","2013","We are a global liberal arts college offering undergraduate, graduate, and specialized programs.","","33","31","5236","2298","2035757","-629142","54237347","","61747381","210918346","211067814","60107173","38731224","144742","196283","325407608","311742702","52908352","50326414","0","0","154830983","148322437","0","0","6367051","112274616","","104565740","320013951","303214591","5393657","8528111","1534130040","1637220577","389631684","393349565","1144498356","1243871012","EIN-03-0179298"
"201413039349200516","https://s3.amazonaws.com/irs-form-990/201413039349200516_public.xml","2013v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2013","","","","","","","","","","96934","","57692","","","","","","165399","","","","","","71367","","","","","","31849","","161448","","3951","","","","","","33577","37528","EIN-04-3266589"
"201531329349301718","https://s3.amazonaws.com/irs-form-990/201531329349301718_public.xml","2013v4.0","60840436","BENHAVEN INC","","990","2013","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","10","9","336","0","0","0","34567","","27385","15622528","14821202","37226","34477","0","45000","15694321","14928064","0","0","0","0","12535010","12101873","0","0","0","2868689","","2734436","15403699","14836309","290622","91755","8991615","9438459","3039345","3116107","5952270","6322352","EIN-06-0840436"
"201542239349300219","https://s3.amazonaws.com/irs-form-990/201542239349300219_public.xml","2013v4.0","42104310","Holyoke Visiting Nurse Association Inc","","990","2013","The Holyoke Visiting Nurse Association, Inc. established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.","","8","7","104","41","0","0","23224","","45228","5813823","5672341","37792","24793","0","0","5874839","5742362","0","0","0","0","4222149","4716364","0","0","0","1771509","","1790523","5993658","6506887","-118819","-764525","1496666","2242058","1957145","2228493","-460479","13565","EIN-04-2104310"
"201531499349300218","https://s3.amazonaws.com/irs-form-990/201531499349300218_public.xml","2013v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2013","ADVANCEMENT OF THE ARTS.","","22","22","38","200","0","0","245975","","285610","343366","318375","3111","758","8759","18295","601211","623038","0","0","0","0","323179","349613","0","0","48235","308691","","302403","631870","652016","-30659","-28978","968963","937596","90929","78240","878034","859356","EIN-04-2259692"
"201631329349303468","https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2014","PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.","","17","17","14","25","0","0","366581","","294185","636187","585923","8408","20912","105","715","1011281","901735","32500","35000","0","0","595341","533186","0","0","143413","263472","","248060","891313","816246","119968","85489","1369747","1487994","183844","179323","1185903","1308671","EIN-04-2596491"
"201632239349301008","https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2014","THE HOLYOKE VISITING NURSE ASSOCIATION, INC. ESTABLISHED IN 1905, IS DEDICATED TO PROVIDING QUALITY HOME HEALTH CARE TO INDIVIDUALS WHO ARE ELDERLY, IMPOVERISHED AND MEDICALLY NEEDY. WE COORDINATE AND DELIVER COMPREHENSIVE, COST EFFECTIVE SERVICES INCLUDING NURSING, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, SPEECH THERAPY, SOCIAL WORK AND HOME HEALTH AIDE CARE. IN ADDITION, WE ARE COMMITTED TO PROMOTING COMMUNITY HEALTH THROUGH EDUCATION AND SPECIAL PROGRAMS.","","7","4","112","41","0","0","18582","","23224","5974229","5813823","6636","37792","0","0","5999447","5874839","0","0","0","0","4046502","4222149","0","0","0","1749392","","1771509","5795894","5993658","203553","-118819","2242058","2136665","2228493","1988699","13565","147966","EIN-04-2104310"
"201503559349300490","https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0","42592472","CAPE COD ACADEMY","","990","2014","THE ACADEMY IS A STUDENT-CENTERED, COLLEGE PREPARATORY, DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH TWELFTH GRADE","","15","15","155","80","0","0","660812","","592081","6269882","7409597","570734","135440","109045","90053","7610473","8227171","1553969","1558618","0","0","5059232","4928484","0","0","344118","2287497","","3013278","8900698","9500380","-1290225","-1273209","18079294","15956246","2139412","1816197","15939882","14140049","EIN-04-2592472"
"201610639349300106","https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0","42259692","SOUTH SHORE ART CENTER INC","","990","2014","ADVANCEMENT OF THE ARTS.","","25","25","40","200","0","0","728251","","245975","304963","343366","1704","3111","-78810","8759","956108","601211","0","0","0","0","365388","323179","0","0","55787","292965","","308691","658353","631870","297755","-30659","937596","1247072","78240","83501","859356","1163571","EIN-04-2259692"
