"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
"201241079349300309","https://s3.amazonaws.com/irs-form-990/201241079349300309_public.xml","2010v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2010","","","","2106","2106","","","","","57000","28500","17100","11400","309842","216266","52770","40806","","","","","","","","","","","","","","","","","","","","","","","","","9200","0","9200","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55992","55992","0","0","","","","","","","","","","","","","","","","","","","","","34018","34018","0","0","","","","","92047","47928","43119","1000","735577","546138","122189","67250","","","","","","EIN-04-2259692"
"201300089349300925","https://s3.amazonaws.com/irs-form-990/201300089349300925_public.xml","2011v1.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2011","","","","","","","","","","216471","124928","79312","12231","","","","","146904","108133","15474","23297","7641","4890","1987","764","34362","21731","9202","3429","32688","20718","8707","3263","","","","","","","","","5900","","5900","","","","","","","","","","","","","","1628","","1628","","","","","","4046","","","4046","","","","","","","","","","11857","7589","3083","1185","1777","1137","462","178","","","","","","","","","10386","6647","2700","1039","","","","","36198","23167","9411","3620","11061","7079","2876","1106","59752","48390","8955","2407","655314","419011","172486","63817","","","","","","EIN-04-2596491"
"201233199349200878","https://s3.amazonaws.com/irs-form-990/201233199349200878_public.xml","2011v1.2","43266589","RESOLVE OF NEW ENGLAND INC","","990EZ","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12419","","","","","","","","","","","","12375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201202239349300820","https://s3.amazonaws.com/irs-form-990/201202239349300820_public.xml","2011v1.2","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2011","","409088","409088","","","15000","15000","","","57487","45989","2874","8624","","","","","142660","78983","17033","46644","1545","962","352","231","","","","","16100","10030","1608","4462","","","","","809","","809","","28787","","28787","","","","","","","","","","16503","","16503","","32059","25794","6265","","21551","21551","","","12664","","5643","4848","2173","16450","11055","2365","3030","","","","","11075","6867","1107","3101","1540","1078","","462","","","","","","","","","","","","","","","","","1522","","1522","","3408","2113","341","954","","","","","830316","673603","87032","69681","","","","","","EIN-04-3543134"
"201201989349300225","https://s3.amazonaws.com/irs-form-990/201201989349300225_public.xml","2011v1.2","50258941","BETHANY HOME OF RI INC","","990","2011","","","","","","","","","","98415","","98415","","","","","","1584283","1413470","170813","","","","","","184820","155249","29571","","139218","116943","22275","","","","","","","","","","","","","","","","","","","","","","","","","","164955","92469","72486","","42364","","42364","","28392","","","28392","","","","","","","","","","74329","74329","","","1449","","1449","","","","","","6951","","6951","","1202","","1202","","","","","","115110","107167","7943","","77938","69735","8203","","10252","","10252","","3904053","3357466","546587","0","","","","","","EIN-05-0258941"
"201340369349300239","https://s3.amazonaws.com/irs-form-990/201340369349300239_public.xml","2011v1.2","42592472","CAPE COD ACADEMY","","990","2011","","","","1684634","1684634","","","","","","","","","","","","","4258304","3166443","893304","198557","62167","43176","14967","4024","572154","447770","85583","38801","318950","232196","73121","13633","","","","","9293","","9293","","21280","","21280","","","","","","","","","","21510","","21510","","20058","11450","8608","","223621","","223621","","47890","","8689","27151","12050","148514","98804","49710","","","","","","138713","138713","","","12023","","12023","","","","","","","","","","","","","","","","","","670356","545096","99137","26123","89675","","89675","","161790","8042","141874","11874","9343140","7267221","1770857","305062","","","","","","EIN-04-2592472"
"201301349349306910","https://s3.amazonaws.com/irs-form-990/201301349349306910_public.xml","2011v1.2","30179298","President and Fellows of Middlebury College","","990","2011","","627063","627063","47100052","47100052","","","","","2221743","377695","1466351","377697","133725","67891","","65834","101502181","84050819","14276980","3174382","10539827","8692790","1462839","384198","15423964","12596859","2335100","492005","6651508","5387722","997726","266060","","","","","464209","20312","441996","1901","295503","53703","241800","","5319","","5319","","","","","","3561000","","3561000","","","","","","495539","305115","178279","12145","1954106","","1097604","618756","237746","1560018","861407","697568","1043","","","","","11524494","10501604","1016903","5987","6358335","5144952","769888","443495","","","","","546316","308149","221910","16257","14501999","13412187","1089812","","","","","","21986001","17599148","4386853","","2142714","1970744","171970","","13371930","8657825","4220381","493724","286069000","236128000","43726836","6214164","","","","","","EIN-03-0179298"
"201342279349300714","https://s3.amazonaws.com/irs-form-990/201342279349300714_public.xml","2011v1.5","42104310","Holyoke Visiting Nurse Association Inc","","990","2011","","","","","","","","","","148455","","148455","","","","","","4301391","3443321","858070","","","","","","305229","244946","60283","","355136","284997","70139","","","","","","24693","","24693","","37775","","37775","","","","","","","","","","","","","","476453","432484","43969","","21991","17648","4343","","15144","","12153","2991","","84552","67853","16699","","","","","","211894","170045","41849","","127729","102503","25226","","","","","","5460","4382","1078","","1426","1144","282","","","","","","33403","26806","6597","","36146","29007","7139","","109323","87732","21591","","6965228","5563801","1401427","0","","","","","","EIN-04-2104310"
"201331359349304418","https://s3.amazonaws.com/irs-form-990/201331359349304418_public.xml","2011v1.5","60840436","BENHAVEN INC","","990","2011","","","","","","","","","","128477","","128477","","","","","","8675496","8149828","525668","","32631","","32631","","2378230","2231731","146499","","661134","605157","55977","","","","","","1353","","1353","","33713","","33713","","2500","","2500","","","","","","","","","","502723","485989","16734","","838","838","","","191687","","172695","18992","","36675","5189","31486","","","","","","257134","227186","29948","","342170","316417","25753","","","","","","61899","61644","255","","173689","173379","310","","","","","","356105","300946","55159","","73390","","73390","","23570","14673","7200","1697","14563851","13332896","1229258","1697","","","","","","EIN-06-0840436"
"201331969349300043","https://s3.amazonaws.com/irs-form-990/201331969349300043_public.xml","2011v1.5","42259692","SOUTH SHORE ART CENTER INC","","990","2011","X","","","1500","1500","","","","","59000","14750","32450","11800","262694","168506","59850","34338","","","","","","","","","","","","","27257","15527","7821","3909","","","","","","","","","10000","800","9200","","","","","","","","","","1035","","1035","","28008","24157","3851","","11814","9286","2528","","","","","","","","","","","","","","","19622","19322","","300","","","","","","","","","15062","4681","1793","8588","","","","","","","","","34355","30920","3435","","9648","282","9366","","64898","37346","26357","1195","633533","407936","163604","61993","","","","","","EIN-04-2259692"
"201342839349300744","https://s3.amazonaws.com/irs-form-990/201342839349300744_public.xml","2012v2.1","50258941","BETHANY HOME OF RI INC","","990","2012","","","","","","","","","","99942","","99942","","","","","","1729435","1518629","210806","","","","","","252012","209204","42808","","141328","117321","24007","","","","","","","","","","","","","","","","","","","","","","","","","","158826","107163","51663","","47771","","47771","","34614","","","34614","","","","","","","","","","75259","75259","","","1705","","1705","","","","","","11256","","11256","","3578","","3578","","","","","","117455","109351","8104","","78363","71675","6688","","12390","","12390","","4226945","3589777","637168","0","","","","","","EIN-05-0258941"
"201302789349300700","https://s3.amazonaws.com/irs-form-990/201302789349300700_public.xml","2012v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2012","","486795","486795","","","30160","30160","","","56579","45263","2829","8487","","","","","148367","82174","17868","48325","1501","931","345","225","","","","","16465","10214","1670","4581","","","","","","","","","28817","","28817","","","","","","","","","","15901","","15901","","25045","15367","6253","3425","16500","16500","","","20118","","8070","6797","5251","16616","10737","2682","3197","","","","","11400","7068","1140","3192","2125","1488","","637","","","","","","","","","","","","","","","","","3981","","3981","","3206","1988","320","898","","","","","939402","767894","93290","78218","","","","","","EIN-04-3543134"
"201421329349302382","https://s3.amazonaws.com/irs-form-990/201421329349302382_public.xml","2012v2.1","30179298","President and Fellows of Middlebury College","","990","2012","","801798","801798","49524616","49524616","","","","","2441530","415060","1611410","415060","344511","278228","","66283","108278897","89217895","15753765","3307237","10903304","8897981","1721924","283399","19162120","15402346","3062750","697024","7192075","5767902","1210547","213626","","","","","805161","168015","637146","","288395","59395","229000","","5173","","5173","","","","","","4287000","","4287000","","","","","","621528","403931","205967","11630","2126968","","1206603","652215","268150","1849235","767086","1072308","9841","","","","","11228525","10155291","1066876","6358","6448995","5260370","958260","230365","","","","","516737","272327","236921","7489","14521277","13694408","826869","","","","","","23380838","18117015","5263823","","2248430","2032699","215731","","13464391","7934896","5056562","472933","303214591","248730655","47974955","6508981","","","","","","EIN-03-0179298"
"201422259349302972","https://s3.amazonaws.com/irs-form-990/201422259349302972_public.xml","2012v2.1","42104310","Holyoke Visiting Nurse Association Inc","","990","2012","","","","","","","","","","164401","","164401","","","","","","3969812","3185774","784038","","","","","","252766","202845","49921","","329385","264331","65054","","","","","","27246","","27246","","32000","","32000","","","","","","","","","","","","","","637102","558819","78283","","8984","7210","1774","","8922","","7160","1762","","79004","63401","15603","","","","","","230772","185195","45577","","114633","91993","22640","","","","","","5920","4751","1169","","","","","","","","","","32074","25739","6335","","41938","33655","8283","","41316","33157","8159","","6506887","5160423","1346464","0","","","","","","EIN-04-2104310"
"201343519349300414","https://s3.amazonaws.com/irs-form-990/201343519349300414_public.xml","2012v2.1","42592472","CAPE COD ACADEMY","","990","2012","","","","1576875","1576875","","","","","","","","","","","","","4250262","3113612","934136","202514","61495","40476","17010","4009","584647","442502","103675","38470","320610","235989","70752","13869","","","","","34839","","34839","","16400","","16400","","","","","","","","","","17565","","17565","","59651","9500","50151","","225002","","225002","","43536","","5900","27764","9872","56559","5341","51218","","","","","","148680","148680","","","","","","","","","","","7907","","7907","","","","","","","","","","669026","545906","96997","26123","101533","","101533","","391288","48822","329860","12606","9729099","7336827","2084809","307463","","","","","","EIN-04-2592472"
