"","EIN","TAXYR","transition_no","CEO1","CEO2","OBJECT_ID","NAME","FORMTYPE","URL","F9_07_COMP_DTK_NAME_PERS","F9_07_COMP_DTK_TITLE","F9_07_COMP_DTK_AVE_HOUR_WEEK","F9_07_COMP_DTK_POS_INDIV_TRUST_X","F9_07_COMP_DTK_POS_OFF_X","F9_07_COMP_DTK_COMP_ORG","F9_07_COMP_DTK_COMP_RLTD","F9_07_COMP_DTK_COMP_OTH","F9_07_COMP_DTK_POS_HIGH_COMP_X","F9_07_COMP_DTK_POS_FORMER_X","F9_07_COMP_DTK_EMPL_BEN","F9_07_COMP_DTK_POS_INST_TRUST_X","F9_07_COMP_DTK_POS_KEY_EMPL_X","salutation","first_name","middle_name","last_name","suffix","status","gender","gender_confidence","title.standard","title.mult.x","title.order","title.count","num.paid","num.fte","num.fte.30h","unique_ceos"
"19",10206603,2015,2,"JENNIFER HOGAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201632639349300368","COMMUNITY CREDIT UNION","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201632639349300368_public.xml","JENNIFER M HOGAN","PRESIDENT/CEO",40,NA,"X",71920,0,3130,NA,NA,NA,NA,NA,"","JENNIFER","M","HOGAN","","","F","100","CEO",1,2,2,5,5,5,3
"20",10206603,2016,2,"JENNIFER HOGAN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743129349301959","COMMUNITY CREDIT UNION","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743129349301959_public.xml","JENNIFER M HOGAN","PRESIDENT/CEO",40,NA,"X",103622,0,5618,NA,NA,NA,NA,NA,"","JENNIFER","M","HOGAN","","","F","100","CEO",1,2,2,5,5,5,3
"21",10211481,2014,1,"STACY SCHAFFER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201631039349300713","Bangor Childrens Home","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201631039349300713_public.xml","Stacy Schaffer","Executive Dir.",40,NA,"X",45325,0,20000,NA,NA,NA,NA,NA,"","STACY","","SCHAFFER","","","F","88.3","CEO",0,1,1,2,2,2,2
"22",10211481,2015,1,"STACY SCHAFFER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731039349300243","Bangor Childrens Home","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731039349300243_public.xml","Stacy Schaffer","Executive Dir.",40,NA,"X",46737,0,0,NA,NA,NA,NA,NA,"","STACY","","SCHAFFER","","","F","88.3","CEO",0,1,1,2,2,2,2
"23",10211481,2016,1,"STACY SCHAFFER","BETHANY BILODEAU","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201831629349300123","Bangor Childrens Home","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201831629349300123_public.xml","Stacy Schaffer","Executive Dir.",40,"X","X",40878,0,0,NA,NA,NA,NA,NA,"","STACY","","SCHAFFER","","","F","88.3","CEO",0,1,1,2,2,2,2
"24",10211481,2017,1,"BETHANY BILODEAU",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910169349300336","Bangor Childrens Home","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910169349300336_public.xml","Bethany Bilodeau","Executive Dir.",40,"X","X",38085,0,0,NA,NA,NA,NA,NA,"","BETHANY","","BILODEAU","","","F","100","CEO",0,1,1,2,2,2,2
"25",10211481,2018,1,"BETHANY BILODEAU",NA,"202010559349300224","Bangor Childrens Home","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010559349300221_public.xml","Bethany Bilodeau","Executive Dir.",40,NA,"X",30080,0,0,NA,NA,NA,NA,NA,"","BETHANY","","BILODEAU","","","F","100","CEO",0,1,1,2,2,2,2
"26",10211484,2009,1,"KENT ULERY",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201120399349300707","Bangor Theological Seminary","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201120399349300707_public.xml","Kent J Ulery","President",37.5,NA,"X",83000,0,51917,NA,NA,NA,NA,NA,"","KENT","J","ULERY","","","M","100","BOARD PRESIDENT",0,1,1,3,2,3,2
"27",10211484,2010,1,"KENT ULERY",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201240809349300319","Bangor Theological Seminary","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201240809349300319_public.xml","Kent J Ulery","President",37.5,NA,"X",85490,0,54645,NA,NA,NA,NA,NA,"","KENT","J","ULERY","","","M","100","BOARD PRESIDENT",0,1,1,3,2,3,2
"28",10211484,2011,1,"ROBERT GROVE-MARKWOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201301309349302080","Bangor Theological Seminary","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201301309349302080_public.xml","Robert Grove-Markwood","President",40,NA,"X",41500,0,11660,NA,NA,NA,NA,NA,"","ROBERT","","GROVE-MARKWOOD","","","M","99.7","BOARD PRESIDENT",0,1,1,3,2,3,2
"29",10211484,2012,1,"ROBERT GROVE-MARKWOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201431339349301468","Bangor Theological Seminary","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201431339349301468_public.xml","Robert Grove-Markwood","President",40,NA,"X",99000,0,37953,NA,NA,NA,NA,NA,"","ROBERT","","GROVE-MARKWOOD","","","M","99.7","BOARD PRESIDENT",0,1,1,3,2,3,2
"30",10211484,2013,1,"ROBERT GROVE-MARKWOOD",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511009349300916","Bangor Theological Seminary","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511009349300916_public.xml","Robert Grove-Markwood","President",40,NA,"X",165000,0,36124,NA,NA,NA,NA,NA,"","ROBERT","","GROVE-MARKWOOD","","","M","99.7","BOARD PRESIDENT",0,1,1,3,2,3,2
"31",10211497,2012,1,"WILLIAM ADAMS",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201441339349302464","PRESIDENT & TRUSTEES OF COLBY COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201441339349302464_public.xml","Adams William D","President",40,"X","X",433618,0,89715,NA,NA,NA,NA,NA,"","WILLIAM","D","ADAMS","","","M","99.7","BOARD PRESIDENT",0,1,1,54,54,54,2
"32",10211497,2013,1,"WILLIAM ADAMS",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511329349303711","PRESIDENT & TRUSTEES OF COLBY COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511329349303711_public.xml","Adams William D","President",40,"X","X",454034,0,81222,NA,NA,NA,NA,NA,"","WILLIAM","D","ADAMS","","","M","99.7","BOARD PRESIDENT",0,1,1,54,54,54,2
"33",10211497,2014,1,"DAVID GREENE","WILLIAM ADAMS","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621379349300747","PRESIDENT & TRUSTEES OF COLBY COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621379349300747_public.xml","Greene David A","President",40,"X","X",277782,0,129400,NA,NA,NA,NA,NA,"","DAVID","A","GREENE","","","M","99.7","BOARD PRESIDENT",0,1,1,54,54,54,2
"34",10211497,2015,1,"DAVID GREENE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349301753","PRESIDENT & TRUSTEES OF COLBY COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349301753_public.xml","Greene David A","President",40,"X","X",599773,0,134724,NA,NA,NA,NA,NA,"","DAVID","A","GREENE","","","M","99.7","BOARD PRESIDENT",0,1,1,54,54,54,2
"35",10211497,2016,1,"DAVID GREENE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201801349349302820","PRESIDENT & TRUSTEES OF COLBY COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201801349349302820_public.xml","Greene David A","President",40,"X","X",634317,0,198336,NA,NA,NA,NA,NA,"","DAVID","A","GREENE","","","M","99.7","BOARD PRESIDENT",0,1,1,54,54,54,2
"36",10211509,2009,1,"DANIEL KUNKLE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201130409349300933","Gould Academy","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201130409349300933_public.xml","Daniel A Kunkle","HEAD OF SCHOOL",50,NA,"X",183036,0,15848,NA,NA,NA,NA,NA,"","DANIEL","A","KUNKLE","","","M","99.5","CEO",0,1,1,26,26,26,4
"37",10211509,2010,1,"DANIEL KUNKLE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201200749349300445","GOULD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201200749349300445_public.xml","DANIEL A KUNKLE","HEAD OF SCHOOL",50,NA,"X",185273,0,24883,NA,NA,NA,NA,NA,"","DANIEL","A","KUNKLE","","","M","99.5","CEO",0,1,1,26,26,26,4
"38",10211509,2011,1,"DANIEL KUNKLE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201223549349300742","GOULD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201223549349300742_public.xml","DANIEL A KUNKLE","HEAD OF SCHOOL",50,NA,"X",188477,0,25931,NA,NA,NA,NA,NA,"","DANIEL","A","KUNKLE","","","M","99.5","CEO",0,1,1,26,26,26,4
"39",10211509,2012,1,"MATTHEW RUBY",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201303409349300005","GOULD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201303409349300005_public.xml","MATTHEW RUBY","HEAD OF SCHOOL",50,NA,"X",90575,0,10910,NA,NA,NA,NA,NA,"","MATTHEW","","RUBY","","","M","99.7","CEO",0,1,1,26,26,26,4
"40",10211509,2013,1,"MATTHEW RUBY",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201541319349301634","GOULD ACADEMY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201541319349301634_public.xml","MATTHEW RUBY","HEAD OF SCHOOL",50,NA,"X",185341,0,22265,NA,NA,NA,NA,NA,"","MATTHEW","","RUBY","","","M","99.7","CEO",0,1,1,26,26,26,4
"41",10211530,2009,1,"RICHARD DABATE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201100709349300510","MAINE HISTORICAL SOCIETY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201100709349300510_public.xml","RICHARD D'ABATE","EXECUTIVE DIRECTOR",35,NA,"X",91402,0,3203,NA,NA,NA,NA,NA,"","RICHARD","","DABATE","","","M","99.8","CEO",0,1,1,4,0,4,2
"42",10211530,2010,1,"RICHARD DABATE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201230829349300218","MAINE HISTORICAL SOCIETY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201230829349300218_public.xml","RICHARD D'ABATE","EXECUTIVE DIRECTOR",35,NA,"X",92407,0,0,NA,NA,NA,NA,NA,"","RICHARD","","DABATE","","","M","99.8","CEO",0,1,1,4,0,4,2
"43",10211530,2011,1,"STEPHEN BROMAGE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201320689349300502","MAINE HISTORICAL SOCIETY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201320689349300502_public.xml","STEPHEN BROMAGE","EXECUTIVE DIRECTOR",35,NA,"X",53867,0,0,NA,NA,NA,NA,NA,"","STEPHEN","","BROMAGE","","","M","99.6","CEO",0,1,1,4,0,4,2
"44",10211530,2012,1,"STEPHEN BROMAGE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422259349302827","MAINE HISTORICAL SOCIETY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422259349302827_public.xml","STEPHEN BROMAGE","EXECUTIVE DIRECTOR",35,NA,"X",79424,0,0,NA,NA,NA,NA,NA,"","STEPHEN","","BROMAGE","","","M","99.6","CEO",0,1,1,4,0,4,2
"45",10211530,2013,1,"STEPHEN BROMAGE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201521359349307147","MAINE HISTORICAL SOCIETY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201521359349307147_public.xml","STEPHEN BROMAGE","EXECUTIVE DIRECTOR",35,NA,"X",79322,0,8527,NA,NA,NA,NA,NA,"","STEPHEN","","BROMAGE","","","M","99.6","CEO",0,1,1,4,0,4,2
"46",10211534,2013,1,"EILEEN SKINNER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502249349301105","Mercy Hospital","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502249349301105_public.xml","Eileen Skinner","Trustee, CEO",50,"X","X",935951,0,97793,NA,NA,NA,NA,NA,"","EILEEN","","SKINNER","","","F","100","CEO",1,2,2,63,61,63,2
"47",10211534,2014,1,"EILEEN SKINNER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201642049349300319","Mercy Hospital","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201642049349300319_public.xml","Eileen Skinner","Trustee/CEO",50,"X","X",435999,0,89772,NA,NA,NA,NA,NA,"","EILEEN","","SKINNER","","","F","100","CEO",1,2,2,63,61,63,2
"48",10211534,2015,1,"EILEEN SKINNER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702219349300645","Mercy Hospital","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702219349300645_public.xml","Eileen Skinner","Pres/CEO PT YR",50,"X","X",597045,0,105071,NA,NA,NA,NA,NA,"","EILEEN","","SKINNER","","","F","100","BOARD PRESIDENT",1,1,2,63,61,63,2
"49",10211534,2016,1,"CHARLIE THERRIEN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201812159349300841","Mercy Hospital","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201812159349300841_public.xml","Charlie Therrien","Pres/Ex Off",50,"X","X",337413,48202,59469,NA,NA,NA,NA,NA,"","CHARLIE","","THERRIEN","","","M","93.4","BOARD PRESIDENT",0,1,1,63,61,63,2
"50",10211534,2017,1,"CHARLIE THERRIEN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922599349301132","Mercy Hospital","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922599349301132_public.xml","Charlie Therrien","Pres/Ex Off",50,"X","X",390996,0,68973,NA,NA,NA,NA,NA,"","CHARLIE","","THERRIEN","","","M","93.4","BOARD PRESIDENT",0,1,1,63,61,63,2
"51",10211542,2009,1,"EVA ELDRIDGE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201132249349301813","Catherine Morrill Day Nursery","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201132249349301813_public.xml","Eva Eldridge","Executive Director",40,NA,"X",32000,0,2893,NA,NA,NA,NA,NA,"","EVA","","ELDRIDGE","","","F","100","CEO",0,1,1,5,5,5,2
"52",10211542,2010,1,"EVA ELDRIDGE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201232219349300103","CATHERINE MORRILL DAY NURSERY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201232219349300103_public.xml","EVA ELDRIDGE","EXECUTIVE DIRECTOR",40,NA,"X",41594,0,5308,NA,NA,NA,NA,NA,"","EVA","","ELDRIDGE","","","F","100","CEO",0,1,1,5,5,5,2
"53",10211542,2011,1,"LORI MOSES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201321239349300602","Catherine Morrill Day Nursery","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201321239349300602_public.xml","Lori Moses","Executive Dir.",40,NA,"X",47269,0,8713,NA,NA,NA,NA,NA,"","LORI","","MOSES","","","F","100","CEO",0,1,1,5,5,5,2
"54",10211542,2012,1,"LORI MOSES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201400809349300500","Catherine Morrill Day Nursery","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201400809349300500_public.xml","Lori Moses","Executive Dir.",40,NA,"X",50300,0,1907,NA,NA,NA,NA,NA,"","LORI","","MOSES","","","F","100","CEO",0,1,1,5,5,5,2
"55",10211542,2013,1,"LORI MOSES",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201540359349300814","CATHERINE MORRILL DAY NURSERY","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201540359349300814_public.xml","LORI MOSES","EXECUTIVE DIRECTOR",40,NA,"X",50300,0,1907,NA,NA,NA,NA,NA,"","LORI","","MOSES","","","F","100","CEO",0,1,1,5,5,5,2
"56",10211781,2009,1,"ELAINE HANSEN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201120469349300142","PRESIDENT AND TRUSTEES OF BATES COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201120469349300142_public.xml","Elaine T Hansen","President",40,"X","X",380996,0,58541,NA,NA,NA,NA,NA,"","ELAINE","T","HANSEN","","","F","100","BOARD PRESIDENT",0,1,1,58,58,58,3
"57",10211781,2010,1,"ELAINE HANSEN",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349303918","PRESIDENT AND TRUSTEES OF BATES COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349303918_public.xml","Elaine T Hansen","President",40,"X","X",383108,0,57125,NA,NA,NA,NA,NA,"","ELAINE","T","HANSEN","","","F","100","BOARD PRESIDENT",0,1,1,58,58,58,3
"58",10211781,2011,1,"NANCY CABLE",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201300459349302550","PRESIDENT AND TRUSTEES OF BATES COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201300459349302550_public.xml","Nancy J Cable","Interim President",40,"X","X",248062,0,62814,NA,NA,NA,NA,NA,"","NANCY","J","CABLE","","","F","100","BOARD PRESIDENT",0,1,1,58,58,58,3
"59",10211781,2012,1,"A SPENCER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201400319349300545","PRESIDENT AND TRUSTEES OF BATES COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201400319349300545_public.xml","A Clayton Spencer - employed 6-1-12","President, effective July 1, 2012",40,"X","X",288998,0,53872,NA,NA,NA,NA,NA,"","A","CLAYTON","SPENCER","","","M","100","BOARD PRESIDENT",0,1,1,58,58,58,3
"60",10211781,2013,1,"A SPENCER",NA,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530429349300538","PRESIDENT AND TRUSTEES OF BATES COLLEGE","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530429349300538_public.xml","A Clayton Spencer","President",40,"X","X",433931,0,51166,NA,NA,NA,NA,NA,"","A","CLAYTON","SPENCER","","","M","100","BOARD PRESIDENT",0,1,1,58,58,58,3
