"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_08_INFO_SCHED_O_X","F9_08_REV_CONTR_FED_CAMP","F9_08_REV_CONTR_MEMBSHIP_DUE","F9_08_REV_CONTR_FUNDR_EVNT","F9_08_REV_CONTR_RLTD_ORG","F9_08_REV_CONTR_GOVT_GRANT","F9_08_REV_CONTR_OTH","F9_08_REV_CONTR_NONCSH","F9_08_REV_CONTR_TOT","F9_08_REV_PROG_OTH_TOT","F9_08_REV_PROG_OTH_RLTD","F9_08_REV_PROG_OTH_UBIZ","F9_08_REV_PROG_OTH_EXCL","F9_08_REV_PROG_TOT_TOT","F9_08_REV_OTH_INVEST_INCOME_TOT","F9_08_REV_OTH_INVEST_INCOME_RLTD","F9_08_REV_OTH_INVEST_INCOME_UBIZ","F9_08_REV_OTH_INVEST_INCOME_EXCL","F9_08_REV_OTH_INVEST_BOND_TOT","F9_08_REV_OTH_INVEST_BOND_RLTD","F9_08_REV_OTH_INVEST_BOND_UBIZ","F9_08_REV_OTH_INVEST_BOND_EXCL","F9_08_REV_OTH_ROY_TOT","F9_08_REV_OTH_ROY_RLTD","F9_08_REV_OTH_ROY_UBIZ","F9_08_REV_OTH_ROY_EXCL","F9_08_REV_OTH_RENT_GRO_REAL","F9_08_REV_OTH_RENT_GRO_PERS","F9_08_REV_OTH_RENT_LESS_EXP_REAL","F9_08_REV_OTH_RENT_LESS_EXP_PERS","F9_08_REV_OTH_RENT_INCOME_REAL","F9_08_REV_OTH_RENT_INCOME_PERS","F9_08_REV_OTH_RENT_NET_TOT","F9_08_REV_OTH_RENT_NET_RLTD","F9_08_REV_OTH_RENT_NET_UBIZ","F9_08_REV_OTH_RENT_NET_EXCL","F9_08_REV_OTH_SALE_ASSET_SEC","F9_08_REV_OTH_SALE_ASSET_OTH","F9_08_REV_OTH_SALE_ASSET","F9_08_REV_OTH_SALE_LESS_COST_SEC","F9_08_REV_OTH_SALE_LESS_COST_OTH","F9_08_REV_OTH_SALE_LESS_COST","F9_08_REV_OTH_SALE_GAIN_SEC","F9_08_REV_OTH_SALE_GAIN_OTH","F9_08_REV_OTH_SALE_GAIN_NET_TOT","F9_08_REV_OTH_SALE_GAIN_NET_RLTD","F9_08_REV_OTH_SALE_GAIN_NET_UBIZ","F9_08_REV_OTH_SALE_GAIN_NET_EXCL","F9_08_REV_OTH_FUNDR_EVNT_0","F9_08_REV_OTH_FUNDR_EVNT_1","F9_08_REV_OTH_FUNDR_DIRECT_EXP","F9_08_REV_OTH_EVNT_DIRECT_EXP","F9_08_REV_OTH_EVNT_NET_TOT","F9_08_REV_OTH_FUNDR_NET_TOT","F9_08_REV_OTH_FUNDR_NET_RLTD","F9_08_REV_OTH_FUNDR_NET_UBIZ","F9_08_REV_OTH_FUNDR_NET_EXCL","F9_08_REV_OTH_GAMING","F9_08_REV_OTH_GAMING_DIRECT_EXP","F9_08_REV_OTH_GAMING_NET_TOT","F9_08_REV_OTH_GAMING_NET_RLTD","F9_08_REV_OTH_GAMING_NET_UBIZ","F9_08_REV_OTH_GAMING_NET_EXCL","F9_08_REV_OTH_INV_GRO_SALE","F9_08_REV_OTH_INV_COST_GOODS","F9_08_REV_OTH_INV_NET_TOT","F9_08_REV_OTH_INV_NET_RLTD","F9_08_REV_OTH_INV_NET_UBIZ","F9_08_REV_OTH_INV_NET_EXCL","F9_08_REV_MISC_OTH_TOT","F9_08_REV_MISC_OTH_RLTD","F9_08_REV_MISC_OTH_UBIZ","F9_08_REV_MISC_OTH_EXCL","F9_08_REV_MISC_TOT_TOT","F9_08_REV_TOT_TOT","F9_08_REV_TOT_RLTD","F9_08_REV_TOT_UBIZ","F9_08_REV_TOT_EXCL","EIN2"
"201241079349300309","https://s3.amazonaws.com/irs-form-990/201241079349300309_public.xml","2010v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2010","","","102746","19316","","4945","187535","","314542","79101","","","","380783","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19316","","","","","","","","","","","","","","","","","","","","","","","","","","695375","360239","","20594","EIN-04-2259692"
"201300089349300925","https://s3.amazonaws.com/irs-form-990/201300089349300925_public.xml","2011v1.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2011","","","","","","","90549","","90549","","","","","453715","23067","","","23067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302","568633","455017","0","23067","EIN-04-2596491"
"201233199349200878","https://s3.amazonaws.com/irs-form-990/201233199349200878_public.xml","2011v1.2","43266589","RESOLVE OF NEW ENGLAND INC","","990EZ","2011","","","14330","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201202239349300820","https://s3.amazonaws.com/irs-form-990/201202239349300820_public.xml","2011v1.2","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2011","","","","397660","","","215151","91159","612811","","","","","","57778","","","57778","","","","","100","","","100","","","","","","","","","","","1389388","","","1290937","","","98451","","98451","","","98451","397660","173476","173476","","","0","","","","","","","","","","30","0","30","30","","","","","","","","769170","30","0","156329","EIN-04-3543134"
"201201989349300225","https://s3.amazonaws.com/irs-form-990/201201989349300225_public.xml","2011v1.2","50258941","BETHANY HOME OF RI INC","","990","2011","","","","","","","313552","","313552","","","","","3661938","6982","","","6982","","","","","","","","","","","","","","","","","","","61900","","","91944","","","-30044","","-30044","","","-30044","","","","","","","","","","","","","","","","","","","","","","","","","","15117","3967545","3661938","0","-7945","EIN-05-0258941"
"201340369349300239","https://s3.amazonaws.com/irs-form-990/201340369349300239_public.xml","2011v1.2","42592472","CAPE COD ACADEMY","","990","2011","","","","13165","","","373106","101306","386271","","","","","7569008","93780","","","93780","","","","","","","","","","","","","","","","","","","3798391","","","3801569","","","-3178","","-3178","-3178","","","13165","126049","67244","","","58805","","","58805","","","","","","","","","","","","","","","","","18867","8123553","7584697","0","152585","EIN-04-2592472"
"201301349349306910","https://s3.amazonaws.com/irs-form-990/201301349349306910_public.xml","2011v1.2","30179298","President and Fellows of Middlebury College","","990","2011","","","","","","8837600","42052400","12102462","50890000","12441281","12441281","","","197345593","314477","","-1631976","1946453","","","","","2911","","","2911","80673","","0","","80673","","80673","","","80673","104086000","","","60414000","","","43672000","","43672000","","","43672000","","","","","","","","","","","","","","","","","","","","","","","","","","52648","292358302","196173396","-407131","45702037","EIN-03-0179298"
"201342279349300714","https://s3.amazonaws.com/irs-form-990/201342279349300714_public.xml","2011v1.5","42104310","Holyoke Visiting Nurse Association Inc","","990","2011","","12040","","","","","34719","","46759","","","","","6826676","659","","","659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6874094","6826676","0","659","EIN-04-2104310"
"201331359349304418","https://s3.amazonaws.com/irs-form-990/201331359349304418_public.xml","2011v1.5","60840436","BENHAVEN INC","","990","2011","","","","","","","50782","","50782","","","","","14645046","10119","","","10119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14705947","14645046","0","10119","EIN-06-0840436"
"201331969349300043","https://s3.amazonaws.com/irs-form-990/201331969349300043_public.xml","2011v1.5","42259692","SOUTH SHORE ART CENTER INC","","990","2011","","","94115","6270","","","205899","","306284","3644","3644","","","321984","24","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6270","35631","11151","","","24480","","","24480","","","","","","","","","","","","","","","","","","652772","321984","0","24504","EIN-04-2259692"
"201342839349300744","https://s3.amazonaws.com/irs-form-990/201342839349300744_public.xml","2012v2.1","50258941","BETHANY HOME OF RI INC","","990","2012","","","","","358879","","303970","","662849","","","","","3740589","6049","","","6049","","","","","","","","","14049","","0","","14049","","14049","14049","","","139233","10994","","90251","24431","","48982","-13437","35545","","","35545","","","","","","","","","","","","","","","","","","","","","","","","","","16587","4475668","3754638","0","58181","EIN-05-0258941"
"201302789349300700","https://s3.amazonaws.com/irs-form-990/201302789349300700_public.xml","2012v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2012","","","","350478","","","414826","74181","765304","","","","","","58042","","","58042","","","","","60","","","60","","","","","","","","","","","1836251","","","1704281","","","131970","","131970","","","131970","350478","190145","190145","","","0","","","","","","","","","","30","0","30","30","","","","","","","","955406","30","0","190072","EIN-04-3543134"
"201421329349302382","https://s3.amazonaws.com/irs-form-990/201421329349302382_public.xml","2012v2.1","30179298","President and Fellows of Middlebury College","","990","2012","","","","","","6660361","55087020","4930363","61747381","14815801","14815801","","","211067814","236224","","-27501","263725","","","","","23937","","","23937","52007","","0","","52007","","52007","","","52007","78254000","","","39759000","","","38495000","","38495000","","","38495000","","","","","","","","","","","","","","","","","","","","","","","","","","120339","311742702","210622181","538471","38834669","EIN-03-0179298"
"201422259349302972","https://s3.amazonaws.com/irs-form-990/201422259349302972_public.xml","2012v2.1","42104310","Holyoke Visiting Nurse Association Inc","","990","2012","","3276","","","","","41952","","45228","","","","","5672341","2798","","","2798","","","","","","","","","","","","","","","","","","","21995","","","0","","","21995","","21995","","","21995","","","","","","","","","","","","","","","","","","","","","","","","","","","5742362","5672341","0","24793","EIN-04-2104310"
"201343519349300414","https://s3.amazonaws.com/irs-form-990/201343519349300414_public.xml","2012v2.1","42592472","CAPE COD ACADEMY","","990","2012","","","","6455","","","305041","55355","311496","","","","","8012304","64302","","","64302","","","","","","","","","","","","","","","","","","","1853130","","","1766505","","","86625","","86625","86625","","","6455","66532","21139","","","45393","","","45393","","","","","","","","","","","","","","","","","47850","8567970","8146779","0","109695","EIN-04-2592472"
"201440159349301204","https://s3.amazonaws.com/irs-form-990/201440159349301204_public.xml","2012v2.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2012","","","","","","","104594","","104594","","","","","649003","18463","","","18463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17919","789979","649003","0","36382","EIN-04-2596491"
"201302179349200755","https://s3.amazonaws.com/irs-form-990/201302179349200755_public.xml","2012v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2012","","","17319","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201421339349301777","https://s3.amazonaws.com/irs-form-990/201421339349301777_public.xml","2012v2.1","60840436","BENHAVEN INC","","990","2012","","","","","","","27385","","27385","","","","","14821202","34477","","","34477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45000","14928064","14821202","0","79477","EIN-06-0840436"
"201411709349300311","https://s3.amazonaws.com/irs-form-990/201411709349300311_public.xml","2012v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2012","","","113664","4270","","","167676","","285610","3875","3875","","","318375","758","","","758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4270","30617","12322","","","18295","","","18295","","","","","","","","","","","","","","","","","","623038","318375","0","19053","EIN-04-2259692"
"201423149349300892","https://s3.amazonaws.com/irs-form-990/201423149349300892_public.xml","2013v3.0","50258941","BETHANY HOME OF RI INC","","990","2013","","","","","228844","","253054","","481898","","","","","3651236","2413","","","2413","","","","","","","","","56200","","53844","","2356","","2356","2356","","","11254","","","2407","","","8847","","8847","","","8847","","","","","","","","","","","","","","","","","","","","","","","","","","15087","4161837","3653592","0","26347","EIN-05-0258941"
"201443219349303449","https://s3.amazonaws.com/irs-form-990/201443219349303449_public.xml","2013v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2013","","","26025","","","","344761","","370786","","","","","90817","121","","","121","","","","","","","","","58381","","0","","58381","","58381","","","58381","","","","","","","","","","","","","","","","","","","","","","","","","","","","48377","11842","36535","36535","","","","","","","5280","561920","127352","0","63782","EIN-02-0240383"
"201510139349301301","https://s3.amazonaws.com/irs-form-990/201510139349301301_public.xml","2013v4.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2013","","","","","","","294185","","294185","","","","","585923","20912","","","20912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","715","901735","585923","0","21627","EIN-04-2596491"
"201422279349302917","https://s3.amazonaws.com/irs-form-990/201422279349302917_public.xml","2013v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2013","","","","530543","","","537997","52442","1068540","","","","","","60041","","","60041","","","","","265","","","265","","","","","","","","","","","763804","","","667997","","","95807","","95807","","","95807","530543","197721","197721","","","0","","","","","","","","","","","","","","","","","","","","","1224653","0","0","156113","EIN-04-3543134"
"201540659349300734","https://s3.amazonaws.com/irs-form-990/201540659349300734_public.xml","2013v4.0","42592472","CAPE COD ACADEMY","","990","2013","","","","","","","592081","592081","592081","","","","","7409597","56245","","","56245","","","","","","","","","","","","","","","","","","","1452719","301900","","1423348","252076","","29371","49824","79195","79195","","","","","","","","","","","","","","","","","","","","","","","","13555","13555","","","90053","8227171","7578845","0","56245","EIN-04-2592472"
"201511329349300641","https://s3.amazonaws.com/irs-form-990/201511329349300641_public.xml","2013v4.0","30179298","President and Fellows of Middlebury College","","990","2013","","","","","","3748972","50488375","5387389","54237347","11756907","11756907","","","210918346","21908173","","-161691","22069864","","","","","18128","","","18128","26720","","0","","26720","","26720","","","26720","103046000","","","64847000","","","38199000","","38199000","","1589841","36609159","","","","","","","","","","","","","","","","","","","","","","","","","","99894","325407608","210410633","2035757","58723871","EIN-03-0179298"
"201413039349200516","https://s3.amazonaws.com/irs-form-990/201413039349200516_public.xml","2013v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2013","","","10770","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201531329349301718","https://s3.amazonaws.com/irs-form-990/201531329349301718_public.xml","2013v4.0","60840436","BENHAVEN INC","","990","2013","","","","","","","34567","","34567","","","","","15622528","23576","","","23576","","","","","","","","","","","","","","","","","","","","13650","","","0","","","13650","13650","","","13650","","","","","","","","","","","","","","","","","","","","","","","","","","","15694321","15622528","0","37226","EIN-06-0840436"
"201542239349300219","https://s3.amazonaws.com/irs-form-990/201542239349300219_public.xml","2013v4.0","42104310","Holyoke Visiting Nurse Association Inc","","990","2013","","1016","","","","","22208","","23224","","","","","5813823","7212","","","7212","","","","","","","","","","","","","","","","","","","30580","","","0","","","30580","","30580","","","30580","","","","","","","","","","","","","","","","","","","","","","","","","","","5874839","5813823","0","37792","EIN-04-2104310"
"201531499349300218","https://s3.amazonaws.com/irs-form-990/201531499349300218_public.xml","2013v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2013","","","101490","2850","","","141635","","245975","12153","12153","","","343366","4386","","","4386","","","","","","","","","","","","","","","","","","","50758","","","52033","","","-1275","","-1275","","","-1275","2850","16605","7846","","","8759","","","8759","","","","","","","","","","","","","","","","","","601211","343366","0","11870","EIN-04-2259692"
"201631329349303468","https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2014","","","","","","","366581","","366581","","","","","636187","8408","","","8408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","1011281","636187","0","8513","EIN-04-2596491"
"201632239349301008","https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2014","","1693","","","","","16889","","18582","","","","","5974229","31551","","","31551","","","","","","","","","","","","","","","","","","","","","","24915","","","-24915","","-24915","","","-24915","","","","","","","","","","","","","","","","","","","","","","","","","","","5999447","5974229","0","6636","EIN-04-2104310"
"201503559349300490","https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0","42592472","CAPE COD ACADEMY","","990","2014","","","","32735","","","628077","648406","660812","","","","","6269882","39757","","","39757","","","","","","","","","","","","","","","","","","","3311402","11790","","2761436","30779","","549966","-18989","530977","","","530977","32735","54320","22309","","","32011","","","32011","","","","","","","","","","","","","681","681","","","77034","7610473","6285697","0","663964","EIN-04-2592472"
"201610639349300106","https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0","42259692","SOUTH SHORE ART CENTER INC","","990","2014","","","112980","196041","","","419230","2033","728251","5719","5719","","","304963","3947","","","3947","","","","","","","","","","","","","","","","","","","19186","","","21429","","","-2243","","-2243","","","-2243","196041","125890","204700","","","-78810","","","-78810","","","","","","","","","","","","","","","","","","956108","304963","0","-77106","EIN-04-2259692"
"201542169349300224","https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2014","","","","502126","","","305816","38034","807942","","","","","","65920","","","65920","","","","","","","","","","","","","","","","","","","897400","","","785020","","","112380","","112380","","","112380","502126","198471","198471","","","0","","","","","","","","","","","","","","","","","","","","","986242","0","0","178300","EIN-04-3543134"
"201502239349301300","https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2014","","","26477","","","","343041","28000","369518","","","","","108183","264","","","264","","","","","","","","","60331","","0","","60331","","60331","","","60331","","","","","","","","","","","","","","16384","4469","","","11915","","","11915","","","","","","","54817","10845","43972","43972","","","","","","","","594183","152155","0","72510","EIN-02-0240383"
"201541319349201279","https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2014","","","11930","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","EIN-04-3266589"
"201501529349300625","https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0","50258941","BETHANY HOME OF RI INC","","990","2014","","","","","","","254924","","254924","","","","","4711283","3197","","","3197","","","","","","","","","20392","","32067","","-11675","","-11675","-11675","","","32674","410898","","32604","414990","","70","-4092","-4022","","","-4022","","","","","","","","","","","","","","","","","","","","","","","","","","7153","4960860","4699608","0","6328","EIN-05-0258941"
"201601329349301715","https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0","30179298","President and Fellows of Middlebury College","","990","2014","","","","","","3444613","45751228","7102604","49195841","11945450","11945450","","","216466328","51259243","","-1079793","52339036","","","","","24222","","","24222","","","","","","","","","","","207305000","","","149808000","","","57497000","","57497000","","2759879","54737121","","","","","","","","","","","","","","","","","","","","","","","","","","111069","374553703","215971434","2286049","107100379","EIN-03-0179298"
"201610749349300431","https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0","60840436","BENHAVEN INC","","990","2014","","","","","","","15715","","15715","","","","","17067260","33980","","","33980","","","","","","","","","","","","","","","","","","","","487364","","","27741","","","459623","459623","","","459623","","","","","","","","","","","","","","","","","","","","","","","","","","","17576578","17067260","0","493603","EIN-06-0840436"
"201720449349302492","https://s3.amazonaws.com/irs-form-990/201720449349302492_public.xml","2015v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2015","","","","","","","214153","","214153","","","","","867115","7130","","","7130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2264","1090662","867115","0","9394","EIN-04-2596491"
